,Unnamed: 0,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num,Verd_Fals
7033,7058,1,9,5,3,3,2,8,0,False
9151,9176,1,7,5,1,3,1,6,1,True
13503,13528,1,7,4,1,3,1,5,1,True
18531,18556,1,5,5,1,3,2,8,1,True
12850,12875,1,9,5,3,3,2,8,1,True
6393,6418,0,6,5,2,3,2,8,1,True
5943,5968,1,3,4,1,3,1,7,1,True
2203,2228,0,9,5,3,3,2,8,1,True
16529,16554,1,9,5,3,3,2,8,1,True
3113,3138,1,9,3,1,3,2,7,1,True
3246,3271,1,5,4,2,3,2,8,1,True
508,533,0,9,5,3,3,2,5,1,True
16546,16571,0,2,5,2,3,2,7,1,True
1088,1113,1,9,4,3,3,2,4,1,True
11131,11156,1,7,5,3,3,1,8,1,True
10327,10352,0,2,5,1,2,1,4,1,True
20347,20372,1,9,5,3,3,2,6,1,True
4507,4532,0,7,5,2,3,1,7,1,True
17212,17237,1,9,3,3,3,2,4,1,True
17021,17046,1,9,5,1,2,1,8,1,True
6674,6699,1,7,5,1,3,1,8,1,True
19714,19739,0,2,5,2,3,2,5,1,True
19601,19626,0,6,5,3,3,2,5,1,True
16120,16145,0,8,3,2,3,2,7,1,True
16797,16822,0,7,5,3,3,2,8,1,True
19895,19920,0,9,5,3,2,1,8,1,True
10677,10702,1,9,5,3,3,2,8,1,True
18143,18168,0,6,5,1,2,1,6,1,True
3317,3342,1,4,5,3,3,2,6,1,True
3685,3710,0,9,5,2,3,2,8,0,False
861,886,0,9,3,3,3,2,7,1,True
19450,19475,1,6,5,1,2,1,2,1,True
10801,10826,1,7,5,2,3,2,2,1,True
2346,2371,1,8,5,1,3,2,7,1,True
18416,18441,0,3,5,3,3,2,8,1,True
10083,10108,1,9,4,2,3,2,8,1,True
6989,7014,1,2,5,2,3,2,8,1,True
302,327,1,4,4,1,3,1,7,1,True
17184,17209,1,6,5,2,3,1,5,0,False
7782,7807,1,8,5,1,3,1,5,0,False
4189,4214,1,9,5,1,3,2,8,1,True
10050,10075,1,9,5,3,3,2,8,1,True
5952,5977,1,5,4,1,3,1,7,1,True
13122,13147,1,7,5,2,2,1,8,1,True
7895,7920,0,9,5,1,3,2,6,1,True
9412,9437,1,4,4,1,3,2,7,0,False
9938,9963,1,5,3,2,3,2,7,1,True
2754,2779,1,8,5,1,3,2,8,1,True
9117,9142,1,9,5,2,3,2,5,1,True
753,778,1,9,5,2,3,2,7,1,True
13721,13746,1,6,5,2,3,2,8,1,True
12768,12793,1,9,5,3,3,2,8,0,False
8920,8945,1,6,5,2,1,2,5,1,True
17900,17925,1,9,5,3,3,2,8,1,True
7814,7839,1,5,5,2,3,2,7,1,True
16520,16545,0,9,5,3,3,2,8,1,True
8028,8053,0,8,5,1,3,1,4,1,True
4953,4978,1,6,3,1,3,2,7,1,True
7418,7443,0,9,2,2,3,2,7,1,True
10110,10135,1,4,4,1,3,1,7,0,False
18973,18998,1,5,5,1,2,1,8,1,True
16845,16870,0,9,5,3,3,2,8,1,True
12717,12742,1,4,4,1,3,1,8,1,True
5995,6020,1,8,5,1,1,2,7,0,False
18885,18910,0,9,3,3,2,2,6,1,True
15800,15825,1,8,5,3,3,1,8,1,True
8838,8863,1,9,5,3,3,2,8,1,True
2107,2132,1,5,5,3,3,2,8,1,True
1703,1728,1,9,5,2,3,2,8,1,True
1802,1827,1,6,5,3,3,2,8,1,True
5210,5235,1,7,5,3,3,2,4,1,True
20712,20737,1,7,3,2,2,2,8,1,True
7515,7540,1,8,5,1,2,1,8,1,True
20929,20954,0,9,5,3,3,2,8,1,True
18936,18961,1,7,5,1,2,1,3,1,True
4348,4373,1,9,5,3,2,2,6,1,True
5826,5851,1,8,5,3,3,1,2,1,True
4205,4230,1,6,5,3,3,2,5,1,True
19210,19235,1,6,5,1,2,1,2,0,False
3331,3356,0,9,5,2,3,2,8,1,True
5203,5228,1,9,5,3,3,2,7,1,True
17929,17954,1,2,5,3,3,2,4,1,True
16053,16078,0,9,5,2,3,2,8,0,False
9702,9727,1,9,5,3,3,2,5,1,True
9599,9624,1,9,5,3,3,1,8,1,True
6624,6649,1,8,5,1,3,1,8,1,True
19904,19929,1,7,5,3,2,1,8,1,True
2267,2292,1,9,5,3,3,2,6,1,True
6116,6141,1,7,5,2,3,2,5,0,False
2657,2682,0,9,5,3,3,2,8,0,False
16001,16026,1,9,5,2,3,2,8,1,True
14978,15003,0,8,5,2,2,1,6,0,False
858,883,0,7,5,2,3,2,6,1,True
12770,12795,1,3,5,3,3,2,8,1,True
9755,9780,1,9,5,3,3,2,8,1,True
2566,2591,0,9,5,3,3,2,5,1,True
1785,1810,0,7,2,1,3,2,7,1,True
11973,11998,1,9,3,3,3,2,6,1,True
14107,14132,1,9,5,2,3,2,8,1,True
3598,3623,1,8,2,2,3,2,5,1,True
2290,2315,0,9,5,3,3,2,6,1,True
7330,7355,1,8,5,1,2,1,5,1,True
5971,5996,0,6,3,3,3,2,8,1,True
19902,19927,1,5,5,3,3,2,6,1,True
752,777,1,8,5,1,3,2,8,0,False
1538,1563,0,9,4,2,3,2,8,1,True
10444,10469,0,8,5,1,2,1,8,1,True
20463,20488,0,8,5,3,3,2,6,0,False
18322,18347,1,8,5,1,2,1,1,1,True
9974,9999,1,8,5,2,3,2,8,0,False
1063,1088,1,4,5,2,3,2,7,1,True
15109,15134,1,8,5,2,2,1,8,0,False
16059,16084,1,9,5,3,3,2,6,0,False
13356,13381,1,9,5,2,3,2,8,1,True
10187,10212,1,9,5,2,3,2,5,1,True
4133,4158,0,9,5,3,3,2,8,1,True
14917,14942,1,8,5,3,1,1,6,1,True
12070,12095,0,4,5,3,3,2,5,1,True
6880,6905,1,8,5,1,2,1,7,1,True
18431,18456,1,5,5,1,2,1,4,1,True
12997,13022,1,8,3,2,3,1,8,1,True
20512,20537,0,7,3,3,2,1,5,1,True
5445,5470,1,5,3,2,3,1,7,1,True
1303,1328,1,9,5,3,3,2,8,1,True
20794,20819,0,9,5,2,3,2,8,0,False
20350,20375,1,8,5,3,2,2,6,0,False
2212,2237,1,3,5,3,3,2,6,1,True
10683,10708,0,9,5,3,3,2,6,1,True
7032,7057,0,9,5,3,3,2,3,1,True
5182,5207,1,9,5,3,3,2,5,1,True
4585,4610,1,9,5,3,3,2,8,0,False
2849,2874,1,4,5,3,3,2,3,0,False
20057,20082,0,9,5,3,3,2,6,1,True
20932,20957,1,9,5,2,3,2,8,1,True
19398,19423,1,7,5,2,3,1,8,0,False
8154,8179,1,7,5,1,2,1,8,1,True
14633,14658,0,2,4,2,3,2,7,1,True
20644,20669,1,3,5,3,3,2,4,0,False
1812,1837,0,2,5,1,3,2,5,1,True
7580,7605,1,8,5,2,2,1,8,1,True
1194,1219,1,8,5,1,2,2,8,1,True
617,642,0,9,2,3,3,2,7,1,True
10990,11015,1,9,5,1,3,1,7,1,True
6426,6451,1,8,3,1,2,1,3,1,True
6888,6913,1,4,4,1,3,1,7,1,True
3648,3673,1,9,4,2,3,2,7,1,True
20780,20805,1,9,5,3,3,2,8,1,True
13603,13628,1,9,4,2,3,1,8,1,True
6496,6521,1,8,5,1,3,1,7,1,True
3599,3624,1,9,1,3,3,2,4,1,True
20689,20714,1,9,5,3,3,2,8,1,True
20840,20865,0,9,5,2,3,2,5,0,False
944,969,1,6,5,3,2,1,8,1,True
11051,11076,1,9,5,2,3,2,8,1,True
8662,8687,1,9,5,2,3,2,8,1,True
13919,13944,0,7,3,2,1,2,7,1,True
14264,14289,1,9,5,2,3,2,5,0,False
14544,14569,1,7,5,2,3,1,8,1,True
6202,6227,1,8,5,2,3,1,4,1,True
6153,6178,1,7,5,3,3,1,8,1,True
15651,15676,1,7,5,3,3,2,8,1,True
14809,14834,1,9,5,2,3,1,8,1,True
15043,15068,1,4,5,3,3,1,8,1,True
13060,13085,1,8,5,1,3,1,5,1,True
18845,18870,1,3,5,3,3,2,6,1,True
20663,20688,1,9,5,3,3,2,8,1,True
14491,14516,1,9,5,2,3,2,8,0,False
181,206,1,9,1,3,3,2,2,0,False
1934,1959,1,9,5,3,3,2,8,0,False
14345,14370,0,9,5,2,3,2,8,0,False
16832,16857,1,7,5,2,2,1,5,1,True
6240,6265,1,5,5,1,2,1,4,0,False
20341,20366,1,7,5,2,3,1,5,1,True
18824,18849,1,5,5,1,2,1,8,1,True
19420,19445,0,3,3,2,3,2,5,1,True
853,878,1,6,2,2,3,2,6,1,True
3833,3858,1,8,5,3,2,1,8,1,True
16219,16244,1,9,5,3,3,2,5,1,True
5733,5758,1,3,5,2,3,2,7,1,True
12809,12834,0,9,5,3,3,1,6,1,True
17252,17277,0,7,5,1,3,2,8,1,True
16007,16032,1,7,5,3,1,2,7,0,False
8949,8974,1,7,5,2,1,2,5,1,True
19770,19795,0,5,5,3,3,2,8,0,False
18974,18999,1,5,5,1,2,1,8,1,True
20272,20297,1,5,2,3,3,2,6,1,True
8650,8675,1,7,5,1,3,2,5,1,True
15112,15137,0,9,5,2,2,1,8,1,True
11308,11333,1,9,5,3,3,2,8,1,True
18539,18564,0,9,5,2,3,2,8,1,True
12118,12143,1,9,5,3,3,2,6,1,True
10818,10843,1,9,5,3,3,2,8,1,True
13726,13751,1,8,5,1,3,1,8,0,False
5879,5904,0,9,5,3,3,1,8,1,True
91,116,0,9,3,2,3,2,8,0,False
9772,9797,1,9,5,3,3,2,2,0,False
18573,18598,1,7,5,1,2,1,6,1,True
13254,13279,0,7,5,2,3,1,8,1,True
15038,15063,1,2,5,2,3,2,8,1,True
5843,5868,1,7,5,3,3,2,2,1,True
19548,19573,1,9,5,3,3,2,6,1,True
19569,19594,1,9,5,2,3,1,6,1,True
15077,15102,0,8,2,2,3,2,7,1,True
4524,4549,0,9,5,2,3,2,8,1,True
14558,14583,1,3,5,2,3,2,5,0,False
20479,20504,0,7,3,3,2,1,7,1,True
19938,19963,1,7,5,3,2,1,5,1,True
6324,6349,1,5,5,3,3,2,4,0,False
1337,1362,0,9,5,3,3,2,8,0,False
19016,19041,1,6,5,1,2,1,3,0,False
8121,8146,1,7,5,1,2,1,6,1,True
3020,3045,0,3,5,1,3,2,8,0,False
4659,4684,1,8,5,1,3,2,5,1,True
2692,2717,1,9,5,2,3,1,5,1,True
11789,11814,1,5,5,3,3,2,7,1,True
5776,5801,1,9,5,2,3,2,8,1,True
13207,13232,1,7,5,2,3,2,8,1,True
11216,11241,1,8,5,3,2,2,8,1,True
11696,11721,1,9,5,3,3,2,3,1,True
16566,16591,1,8,5,1,2,1,4,1,True
4323,4348,1,4,4,1,3,1,7,1,True
992,1017,1,9,5,3,3,2,8,0,False
20205,20230,1,8,3,1,2,1,8,1,True
10700,10725,0,9,5,3,3,2,8,0,False
6549,6574,1,4,4,1,3,1,7,0,False
14080,14105,0,5,3,2,3,2,8,1,True
15376,15401,1,5,5,2,3,2,8,1,True
11545,11570,0,4,5,3,3,2,4,1,True
1647,1672,1,9,5,3,3,2,8,1,True
2924,2949,1,9,5,3,3,2,1,1,True
14753,14778,0,9,3,3,3,2,7,1,True
13975,14000,1,2,5,2,3,1,6,1,True
7757,7782,1,5,5,3,3,2,3,0,False
12812,12837,1,5,2,2,3,1,5,1,True
9388,9413,1,9,5,2,3,2,5,1,True
5718,5743,1,9,5,3,3,2,7,1,True
4491,4516,1,8,5,2,3,1,4,1,True
4641,4666,1,9,5,3,3,2,8,1,True
15788,15813,0,9,5,3,3,2,6,1,True
13259,13284,1,7,5,1,3,2,6,0,False
13592,13617,0,8,3,2,1,2,7,1,True
9368,9393,1,6,5,2,3,2,8,1,True
7099,7124,1,5,5,3,3,2,2,0,False
3923,3948,1,4,4,3,3,1,4,1,True
17326,17351,1,7,5,1,3,2,5,0,False
5479,5504,1,9,5,3,3,1,6,1,True
19265,19290,0,8,5,1,3,2,8,1,True
4203,4228,1,7,5,3,3,2,6,1,True
4764,4789,0,8,5,1,3,2,6,0,False
13585,13610,0,7,5,1,3,2,5,1,True
18969,18994,0,7,5,1,2,1,5,1,True
10772,10797,1,2,5,3,3,2,5,1,True
9851,9876,1,9,5,3,3,2,7,0,False
9951,9976,0,9,3,2,3,2,7,1,True
3428,3453,1,7,5,2,2,1,5,1,True
3399,3424,0,9,1,3,3,2,3,1,True
4459,4484,1,9,5,2,3,1,8,1,True
6523,6548,0,9,5,3,3,2,8,1,True
14620,14645,1,7,2,2,3,2,6,1,True
1952,1977,0,7,5,3,3,2,7,1,True
12659,12684,1,4,5,1,2,1,5,1,True
18523,18548,1,6,5,1,2,1,8,1,True
12096,12121,0,3,5,3,3,2,6,0,False
5713,5738,1,3,4,3,3,2,7,1,True
5626,5651,0,7,5,2,3,2,6,1,True
5239,5264,1,9,5,3,2,1,8,1,True
8347,8372,1,7,5,1,1,1,6,1,True
1086,1111,1,9,5,2,3,2,8,0,False
12192,12217,0,7,4,1,3,2,7,0,False
9997,10022,0,5,5,3,3,2,6,1,True
3684,3709,1,5,5,3,3,2,8,1,True
13839,13864,1,8,5,3,3,2,4,1,True
9088,9113,1,4,4,1,3,1,7,1,True
3160,3185,1,9,5,3,3,2,8,1,True
351,376,1,9,5,3,3,2,7,1,True
19868,19893,1,9,5,2,3,2,7,1,True
5050,5075,1,9,5,3,3,2,8,0,False
18970,18995,1,5,5,1,3,2,6,1,True
7370,7395,1,8,4,1,3,1,7,1,True
15017,15042,1,9,5,2,3,2,8,1,True
6066,6091,1,7,2,1,3,1,8,0,False
1681,1706,0,5,5,3,3,2,6,1,True
8314,8339,1,7,5,1,3,1,7,1,True
14737,14762,1,9,5,2,3,2,8,1,True
15693,15718,0,8,5,2,3,2,7,1,True
6747,6772,1,7,5,2,3,2,6,1,True
7129,7154,1,6,5,2,3,2,6,0,False
2810,2835,1,4,4,1,3,2,7,0,False
6907,6932,1,7,5,1,1,1,6,1,True
18519,18544,1,7,5,3,3,2,6,1,True
2272,2297,1,3,5,2,3,2,5,1,True
11670,11695,0,4,5,2,3,2,8,1,True
3717,3742,0,7,5,1,3,2,8,1,True
457,482,1,9,5,2,3,2,5,1,True
7873,7898,1,9,5,1,3,1,7,1,True
14958,14983,1,8,5,2,2,1,6,1,True
17175,17200,1,9,3,3,3,2,8,0,False
19600,19625,0,6,5,3,3,2,8,1,True
6429,6454,1,4,4,1,3,1,7,0,False
12520,12545,1,9,5,1,3,2,8,1,True
11264,11289,0,9,5,3,3,2,8,1,True
8716,8741,1,8,5,2,3,1,8,0,False
19999,20024,1,9,5,1,2,1,8,1,True
16202,16227,0,8,5,3,1,2,5,1,True
1009,1034,1,4,4,1,3,1,7,1,True
18988,19013,1,3,5,3,3,2,3,1,True
14818,14843,0,3,3,3,3,2,6,1,True
11848,11873,1,9,4,3,3,2,3,0,False
20702,20727,0,7,3,3,2,1,7,0,False
6841,6866,1,7,5,1,2,1,8,1,True
6237,6262,1,5,5,1,2,1,6,1,True
13509,13534,0,7,5,2,3,1,6,0,False
945,970,0,7,5,1,3,2,5,1,True
15594,15619,1,9,5,3,3,1,5,1,True
15170,15195,1,5,5,2,3,2,6,1,True
16692,16717,1,9,5,2,3,2,6,1,True
4336,4361,1,9,5,2,3,2,6,1,True
111,136,1,9,5,2,3,2,5,1,True
5797,5822,1,7,3,3,3,1,7,1,True
18002,18027,1,9,3,2,3,2,8,0,False
16503,16528,0,7,5,3,3,2,5,1,True
10812,10837,0,9,5,3,3,2,7,1,True
303,328,1,4,4,1,3,1,7,1,True
16510,16535,0,9,3,3,3,2,8,1,True
1025,1050,1,6,5,3,2,1,5,1,True
20427,20452,1,8,5,2,2,1,8,1,True
3064,3089,1,9,3,2,3,2,7,1,True
18771,18796,1,5,5,1,2,1,7,1,True
5334,5359,1,9,5,3,2,1,8,1,True
20584,20609,0,6,3,3,2,1,5,1,True
12591,12616,0,9,5,3,3,1,8,1,True
11478,11503,1,9,5,3,3,2,4,1,True
18843,18868,1,9,5,1,3,2,6,1,True
8366,8391,1,8,5,1,2,1,6,1,True
7610,7635,0,6,5,2,3,1,5,1,True
2668,2693,0,4,4,1,3,1,7,1,True
13495,13520,1,8,2,1,3,2,5,1,True
13238,13263,1,5,5,2,3,1,7,1,True
16406,16431,1,7,5,2,3,1,7,1,True
78,103,1,4,4,1,3,1,7,1,True
955,980,0,7,3,3,3,2,7,1,True
5924,5949,0,6,5,2,3,2,7,0,False
10240,10265,1,4,5,3,3,2,8,0,False
6245,6270,1,9,5,3,3,2,5,1,True
2728,2753,0,9,5,2,3,2,8,1,True
16701,16726,1,9,5,3,3,1,4,1,True
8494,8519,1,9,5,1,3,2,5,1,True
12246,12271,0,9,5,1,3,2,8,1,True
14568,14593,1,5,5,3,2,1,5,1,True
14587,14612,1,9,5,2,3,2,5,1,True
16040,16065,1,3,5,3,3,2,2,1,True
2729,2754,1,9,3,3,3,2,7,0,False
14280,14305,0,5,5,2,1,2,8,1,True
17821,17846,0,9,5,2,3,2,8,0,False
6655,6680,1,8,4,1,3,1,7,0,False
11129,11154,1,9,4,3,3,2,8,1,True
17605,17630,1,7,5,1,2,1,8,1,True
20969,20994,0,3,5,3,3,2,7,1,True
2180,2205,1,3,5,2,3,1,7,1,True
12014,12039,1,9,5,2,3,2,7,1,True
11371,11396,0,9,5,2,3,2,6,1,True
1734,1759,1,4,5,3,3,2,4,1,True
4781,4806,1,9,3,3,3,2,7,0,False
15295,15320,0,4,5,2,3,2,5,0,False
18759,18784,1,3,5,3,3,2,8,0,False
15285,15310,0,2,3,3,3,1,5,1,True
14991,15016,1,2,5,2,3,2,5,1,True
8385,8410,1,7,5,1,3,1,8,1,True
11312,11337,1,9,5,3,3,2,8,1,True
8715,8740,1,6,3,1,3,2,8,1,True
16750,16775,1,5,5,3,3,2,4,1,True
11925,11950,1,8,5,2,3,1,7,1,True
16139,16164,0,7,5,2,1,2,8,0,False
15493,15518,1,9,5,2,3,2,7,0,False
10422,10447,1,2,5,1,2,1,7,1,True
16776,16801,0,9,5,3,3,2,4,1,True
15843,15868,1,9,5,2,3,2,8,1,True
221,246,1,9,5,3,3,2,2,0,False
12976,13001,1,7,5,3,3,2,8,1,True
9784,9809,1,7,5,3,3,2,8,1,True
2416,2441,0,5,5,2,3,1,7,0,False
5623,5648,0,7,5,3,3,2,6,0,False
13965,13990,1,7,5,3,3,2,3,0,False
16939,16964,1,9,5,3,3,2,8,1,True
19062,19087,1,6,5,1,2,1,2,1,True
4646,4671,1,9,5,3,3,2,8,1,True
5398,5423,0,9,5,3,3,2,7,1,True
3333,3358,1,3,5,3,3,2,8,1,True
14786,14811,1,9,2,2,3,2,5,1,True
4056,4081,1,8,5,3,3,2,5,1,True
16427,16452,1,9,5,2,2,1,5,1,True
6021,6046,1,9,5,2,3,2,8,1,True
83,108,1,5,3,3,3,2,6,1,True
20561,20586,1,7,5,2,3,2,8,1,True
1465,1490,0,9,5,3,3,2,6,1,True
11604,11629,1,9,5,3,3,2,5,1,True
9615,9640,1,6,5,3,3,2,5,1,True
14231,14256,1,9,5,2,3,2,6,0,False
10089,10114,1,8,5,2,3,2,5,1,True
7653,7678,0,9,5,3,3,2,4,1,True
6507,6532,1,8,5,1,3,1,6,1,True
8013,8038,1,8,5,1,3,2,8,1,True
14109,14134,1,6,5,3,3,2,6,1,True
14672,14697,1,9,5,2,3,2,8,1,True
20956,20981,1,7,3,1,3,2,8,1,True
15695,15720,1,7,4,2,3,2,5,0,False
8372,8397,1,8,5,1,2,1,5,1,True
18512,18537,0,9,5,3,3,2,8,1,True
18802,18827,1,5,5,1,2,1,4,1,True
3102,3127,1,8,5,1,3,2,8,1,True
16426,16451,1,7,5,2,3,2,8,0,False
14335,14360,0,8,4,2,3,2,5,1,True
16633,16658,1,8,5,1,2,1,8,1,True
5081,5106,1,4,4,1,3,1,7,1,True
10701,10726,1,9,5,2,3,2,8,1,True
7037,7062,1,8,5,1,3,2,4,1,True
8987,9012,1,8,5,1,1,1,8,1,True
7677,7702,1,5,5,3,3,2,5,1,True
14371,14396,1,9,5,3,3,2,8,1,True
11615,11640,0,9,5,3,3,2,6,1,True
16991,17016,1,7,5,1,2,1,6,1,True
10730,10755,1,9,3,3,3,2,5,1,True
3362,3387,1,9,5,2,3,1,8,1,True
20484,20509,0,8,3,3,2,1,5,1,True
4045,4070,0,8,5,1,3,1,7,0,False
1613,1638,1,9,3,1,3,2,5,1,True
9833,9858,0,9,5,3,3,2,8,1,True
3069,3094,0,3,4,3,3,2,8,0,False
1862,1887,1,9,5,3,3,2,6,0,False
12404,12429,1,9,5,1,3,1,7,1,True
4725,4750,1,4,4,1,3,1,7,1,True
19011,19036,1,6,5,1,2,1,6,1,True
17202,17227,1,8,5,3,2,2,4,1,True
2365,2390,0,9,5,3,3,2,7,1,True
16817,16842,1,8,5,3,3,1,5,1,True
16696,16721,1,6,5,2,3,2,8,1,True
19726,19751,0,9,5,3,3,2,8,1,True
20095,20120,1,8,2,1,3,2,8,1,True
147,172,0,9,5,2,3,2,8,1,True
16511,16536,1,9,5,3,3,2,4,1,True
497,522,1,9,5,2,3,2,8,1,True
7254,7279,1,7,5,1,3,1,6,1,True
18275,18300,1,5,5,1,2,1,8,1,True
16400,16425,0,9,5,3,3,2,8,1,True
8176,8201,1,8,5,1,2,1,4,1,True
20412,20437,0,3,5,3,3,2,6,1,True
3703,3728,0,9,5,3,3,2,6,0,False
826,851,1,5,5,2,3,2,6,0,False
13986,14011,1,7,4,2,3,2,7,1,True
17219,17244,1,9,3,2,3,2,3,1,True
5638,5663,0,8,5,2,3,2,4,0,False
2305,2330,0,9,5,3,3,2,7,1,True
13038,13063,1,8,5,3,3,1,7,1,True
19973,19998,1,8,5,2,2,1,6,1,True
5932,5957,1,4,4,1,3,1,7,1,True
11823,11848,1,7,3,3,3,2,8,1,True
12888,12913,1,9,5,2,3,2,8,1,True
9060,9085,1,9,5,3,3,1,5,1,True
16017,16042,0,9,5,2,3,2,8,1,True
6849,6874,1,4,4,1,3,1,7,1,True
6134,6159,1,6,5,2,3,1,5,1,True
16009,16034,0,9,5,2,3,2,8,1,True
6073,6098,1,7,5,1,3,2,8,0,False
17417,17442,1,9,5,3,3,2,1,1,True
5061,5086,1,7,2,3,3,2,8,1,True
13851,13876,0,7,5,3,2,2,8,1,True
17048,17073,1,3,5,2,2,2,6,1,True
13385,13410,1,9,5,2,3,1,7,1,True
3076,3101,0,5,5,3,3,2,6,0,False
18814,18839,1,8,5,3,3,2,4,1,True
13345,13370,1,7,5,2,3,2,7,1,True
4421,4446,1,8,5,2,3,2,5,1,True
19086,19111,1,5,5,1,2,1,6,0,False
13893,13918,0,7,5,2,3,2,8,1,True
12848,12873,1,9,5,1,3,1,8,1,True
4309,4334,0,9,3,3,3,2,8,1,True
16285,16310,0,9,5,3,3,2,8,1,True
17593,17618,1,5,5,1,2,1,8,1,True
12521,12546,1,7,5,3,3,2,6,1,True
11335,11360,1,9,5,3,3,2,6,1,True
3191,3216,1,3,5,3,2,2,6,1,True
20302,20327,1,7,2,2,2,2,6,1,True
13755,13780,0,8,5,1,1,1,8,0,False
9624,9649,0,9,5,3,3,2,5,0,False
18106,18131,0,9,3,3,3,2,8,1,True
20843,20868,1,9,5,2,3,2,8,0,False
3388,3413,1,9,5,3,3,2,5,1,True
19670,19695,0,9,5,3,3,2,8,1,True
15877,15902,1,9,4,2,2,1,7,1,True
15411,15436,1,9,3,2,3,2,8,1,True
14935,14960,0,9,5,2,3,2,4,1,True
12588,12613,1,8,5,2,3,2,4,0,False
13545,13570,1,7,5,2,2,1,5,1,True
14396,14421,1,8,4,3,3,2,8,0,False
3262,3287,1,5,5,1,3,2,5,1,True
18984,19009,1,6,5,1,2,1,4,0,False
13735,13760,0,7,3,2,1,2,7,1,True
9817,9842,0,7,5,2,3,2,8,1,True
14849,14874,0,3,5,3,3,2,3,1,True
20249,20274,1,7,5,2,2,1,5,1,True
4313,4338,0,9,2,2,3,2,5,1,True
18482,18507,1,9,5,3,2,2,8,1,True
1128,1153,1,7,5,2,3,2,7,0,False
4353,4378,1,9,5,2,3,2,5,0,False
1921,1946,1,9,5,2,3,2,8,1,True
2446,2471,1,6,5,2,3,2,4,0,False
3472,3497,1,9,5,3,3,2,5,1,True
6832,6857,1,8,5,2,3,2,5,1,True
5876,5901,0,9,5,3,3,2,4,1,True
20267,20292,1,7,5,1,3,2,4,1,True
5162,5187,1,9,1,3,3,2,8,1,True
17363,17388,1,3,5,3,3,2,6,1,True
13967,13992,1,9,5,3,3,2,8,1,True
4861,4886,0,9,5,3,3,2,6,1,True
18754,18779,1,5,1,1,2,1,8,1,True
14,39,0,3,5,3,3,2,3,0,False
2753,2778,1,9,5,2,3,2,6,1,True
10735,10760,1,9,5,3,3,2,8,0,False
4140,4165,0,9,5,3,3,2,6,1,True
438,463,0,7,5,3,3,2,5,1,True
21012,21037,0,8,3,3,3,2,7,0,False
18776,18801,0,9,5,3,3,2,5,1,True
6236,6261,1,4,4,1,3,1,7,0,False
5344,5369,0,5,5,3,3,2,6,1,True
8392,8417,1,8,4,1,2,1,6,1,True
13211,13236,1,7,5,2,3,2,6,1,True
8458,8483,0,9,5,3,1,2,7,1,True
12714,12739,1,5,5,2,3,1,8,1,True
11231,11256,0,9,5,3,3,2,4,0,False
12605,12630,1,6,5,2,3,2,7,1,True
1232,1257,1,9,5,3,2,1,8,1,True
13518,13543,1,7,5,1,3,2,8,1,True
12698,12723,0,9,4,2,3,1,8,1,True
1360,1385,1,8,3,1,3,2,7,0,False
7108,7133,1,9,5,3,3,2,4,1,True
6694,6719,1,7,5,1,3,1,4,1,True
19432,19457,0,9,5,2,3,2,8,0,False
16655,16680,0,6,5,3,3,2,8,1,True
10868,10893,1,6,5,3,3,2,8,0,False
3950,3975,0,4,4,1,3,1,7,1,True
11635,11660,1,9,5,1,3,1,8,1,True
17083,17108,0,8,5,1,3,2,4,1,True
19857,19882,0,9,5,3,3,2,6,1,True
12357,12382,1,5,5,3,3,2,4,1,True
13005,13030,1,7,5,1,3,1,6,1,True
20460,20485,1,2,5,3,2,1,7,1,True
7046,7071,0,9,5,2,3,2,5,1,True
20559,20584,0,7,3,3,2,1,7,1,True
8170,8195,1,8,5,1,3,1,8,1,True
19919,19944,0,9,5,3,3,2,8,1,True
14017,14042,1,5,1,3,3,2,6,1,True
14716,14741,1,6,5,2,3,2,5,1,True
11987,12012,0,5,5,3,3,1,8,1,True
14073,14098,1,8,5,2,3,2,6,1,True
10993,11018,1,9,5,2,3,2,8,1,True
16877,16902,1,9,5,3,3,1,8,1,True
13323,13348,1,9,5,1,3,2,4,0,False
2741,2766,1,9,5,3,3,2,6,1,True
5219,5244,1,9,5,3,3,2,5,1,True
17638,17663,0,8,5,1,2,1,8,1,True
12267,12292,1,3,5,3,3,1,8,1,True
6964,6989,1,8,5,2,2,1,7,1,True
2836,2861,1,8,5,3,3,1,8,1,True
12915,12940,1,4,5,1,3,1,7,1,True
20622,20647,1,8,3,3,2,1,5,1,True
11295,11320,1,8,5,3,3,2,4,1,True
6895,6920,1,7,5,1,2,1,5,1,True
1077,1102,0,7,5,2,3,2,8,1,True
4549,4574,1,9,5,2,3,1,5,1,True
16535,16560,0,9,5,3,3,2,8,1,True
6730,6755,1,6,5,1,3,1,7,1,True
19531,19556,1,9,5,3,3,2,8,1,True
20078,20103,1,8,5,1,2,2,8,0,False
20550,20575,1,3,5,3,2,2,6,1,True
9375,9400,1,9,5,2,2,1,5,1,True
13665,13690,1,7,5,1,3,1,8,0,False
6776,6801,0,9,5,2,3,2,7,1,True
9586,9611,1,4,2,2,3,1,7,0,False
6716,6741,1,8,5,1,3,1,7,1,True
17357,17382,1,3,5,3,3,2,7,1,True
19312,19337,1,6,5,1,2,1,3,1,True
8827,8852,1,7,4,1,3,1,7,1,True
