,Unnamed: 0,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num,Verd_Fals
11492,11517,1,6,5,2,2,1,1,1,True
12973,12998,1,8,5,3,3,2,7,1,True
16157,16182,1,5,5,3,3,2,6,1,True
13055,13080,1,6,4,2,3,1,8,1,True
15974,15999,0,2,5,3,3,2,8,1,True
10711,10736,1,9,5,3,3,2,5,0,False
12130,12155,0,9,5,1,3,2,8,1,True
12942,12967,0,3,5,3,3,2,5,1,True
20217,20242,1,7,2,1,2,1,8,1,True
5062,5087,1,9,5,3,3,2,8,1,True
3095,3120,0,9,5,2,3,2,8,1,True
10183,10208,1,9,5,2,3,2,5,1,True
4035,4060,1,4,4,1,3,1,7,1,True
19048,19073,1,6,5,1,2,1,3,1,True
19505,19530,0,9,3,3,3,2,5,1,True
9244,9269,1,7,5,1,3,1,6,1,True
15754,15779,1,7,5,3,2,1,7,1,True
16986,17011,1,9,3,3,3,2,5,1,True
20500,20525,1,6,5,3,2,1,7,0,False
11668,11693,1,9,5,3,3,2,3,1,True
4988,5013,1,6,5,1,3,1,8,1,True
7883,7908,1,9,5,2,2,1,4,1,True
21039,21064,0,8,5,2,3,2,8,1,True
16475,16500,1,7,5,2,1,2,6,1,True
2153,2178,0,9,5,1,3,2,8,0,False
14442,14467,1,9,5,2,3,2,8,1,True
18353,18378,1,6,3,1,2,1,5,1,True
19922,19947,1,5,5,3,3,2,8,1,True
6278,6303,1,5,1,1,3,1,6,0,False
16288,16313,1,9,5,3,3,2,8,1,True
1409,1434,0,9,5,3,3,2,5,1,True
9788,9813,1,8,4,3,3,2,4,1,True
8355,8380,0,7,4,1,1,1,5,1,True
3967,3992,1,3,5,3,3,2,6,1,True
12951,12976,1,4,4,1,3,1,1,0,False
2141,2166,1,8,5,3,3,1,8,1,True
238,263,0,5,5,3,3,2,5,0,False
12650,12675,1,9,5,1,3,2,8,1,True
15940,15965,0,9,5,2,3,2,8,1,True
5551,5576,1,7,5,1,3,2,8,1,True
10981,11006,1,9,5,3,3,2,8,1,True
17461,17486,0,8,5,1,2,1,5,1,True
20317,20342,1,8,5,1,2,2,6,0,False
7833,7858,1,8,5,1,3,2,8,1,True
6854,6879,0,8,5,1,2,1,7,1,True
19618,19643,0,9,3,2,3,2,8,0,False
10830,10855,1,9,5,2,3,1,8,1,True
5002,5027,1,8,5,2,2,1,4,1,True
5968,5993,0,9,3,2,3,2,5,1,True
12134,12159,1,8,5,3,3,1,1,1,True
2968,2993,1,6,5,2,3,2,8,1,True
16866,16891,1,5,5,2,1,1,6,0,False
18861,18886,1,5,5,2,2,2,8,0,False
14037,14062,0,9,5,3,3,2,5,1,True
3062,3087,0,9,5,1,3,2,5,1,True
17348,17373,0,8,5,1,1,1,4,1,True
3711,3736,0,9,5,3,3,2,8,1,True
16558,16583,1,9,3,2,2,1,8,1,True
5497,5522,1,6,5,2,3,2,5,1,True
15104,15129,1,8,5,3,3,2,8,1,True
16969,16994,0,8,5,1,3,2,3,1,True
17779,17804,1,9,2,3,3,2,6,0,False
16463,16488,1,7,5,2,3,1,8,0,False
11937,11962,1,7,5,1,3,1,8,1,True
10875,10900,1,9,5,3,3,2,8,0,False
17579,17604,0,9,5,3,3,2,8,1,True
13946,13971,1,8,4,2,3,2,5,1,True
7809,7834,0,5,5,3,3,2,4,0,False
12716,12741,1,6,5,1,3,1,8,1,True
11654,11679,0,4,5,3,3,1,8,1,True
3008,3033,0,9,5,1,3,2,5,1,True
19737,19762,1,9,5,3,3,2,8,1,True
2225,2250,0,9,4,1,3,1,5,1,True
1856,1881,1,9,5,3,3,2,7,1,True
6525,6550,1,2,5,3,3,2,2,1,True
4466,4491,0,4,5,1,3,1,5,1,True
19175,19200,1,9,5,1,2,1,8,1,True
3946,3971,1,8,5,3,3,2,8,0,False
7298,7323,1,7,5,1,2,1,6,1,True
3391,3416,1,9,5,3,3,2,4,1,True
8184,8209,1,8,5,1,1,1,6,1,True
7829,7854,1,7,4,1,3,2,5,1,True
11008,11033,0,9,5,2,3,2,6,1,True
17109,17134,1,9,5,3,3,2,8,1,True
5616,5641,1,5,4,3,3,2,3,1,True
5226,5251,1,9,5,3,3,2,6,1,True
3578,3603,0,4,5,2,3,2,6,1,True
8820,8845,1,7,5,2,3,2,8,1,True
15397,15422,1,7,5,3,3,2,8,0,False
18454,18479,1,7,5,1,2,1,8,0,False
13577,13602,1,7,5,2,3,2,5,1,True
20374,20399,1,8,2,3,2,1,7,1,True
8986,9011,1,9,5,3,1,1,7,1,True
2211,2236,0,9,5,3,1,2,8,1,True
14640,14665,0,8,4,2,3,2,7,0,False
9122,9147,1,8,5,1,3,1,4,1,True
18139,18164,1,5,5,1,2,1,2,1,True
5004,5029,1,4,4,1,3,1,7,0,False
15370,15395,0,9,5,3,3,2,6,0,False
11979,12004,0,9,1,3,3,2,6,1,True
6275,6300,1,4,4,1,3,1,7,1,True
19553,19578,0,9,5,3,3,2,8,1,True
5801,5826,1,8,5,2,2,1,8,1,True
9119,9144,1,6,5,2,2,2,6,1,True
10478,10503,1,9,5,3,3,2,5,1,True
18633,18658,1,5,5,1,2,1,4,1,True
17748,17773,1,7,5,1,2,1,8,1,True
3587,3612,1,7,2,1,2,2,8,0,False
10055,10080,1,9,5,3,3,2,8,1,True
492,517,1,7,5,3,3,2,8,1,True
12961,12986,0,5,5,3,3,1,8,1,True
5628,5653,1,9,3,2,2,2,5,1,True
19152,19177,1,7,2,1,2,1,5,1,True
4935,4960,1,5,5,3,2,2,4,1,True
9976,10001,1,5,5,3,3,2,3,0,False
8974,8999,1,7,4,2,3,2,5,1,True
1530,1555,1,8,5,1,3,2,8,1,True
19414,19439,1,5,5,3,2,1,8,1,True
12947,12972,0,4,3,1,3,2,8,1,True
8821,8846,1,7,3,2,3,2,7,1,True
9229,9254,0,8,5,3,3,2,6,1,True
74,99,1,9,5,3,3,2,8,0,False
18294,18319,1,9,5,3,3,2,6,0,False
13847,13872,1,7,5,3,3,2,8,1,True
20818,20843,0,6,5,2,3,2,5,1,True
5345,5370,1,9,5,3,3,2,8,1,True
8472,8497,1,9,5,2,3,2,7,1,True
20225,20250,1,6,5,1,3,2,6,0,False
4609,4634,0,9,5,2,3,2,6,0,False
16785,16810,1,9,5,3,2,2,8,1,True
12475,12500,1,4,4,2,3,2,8,0,False
6578,6603,1,4,4,1,3,1,7,1,True
2328,2353,1,6,5,3,3,2,6,1,True
14854,14879,1,9,5,3,2,1,6,1,True
8175,8200,1,8,5,1,3,1,6,1,True
583,608,1,4,4,3,3,1,8,1,True
1967,1992,1,8,5,1,3,2,8,0,False
5832,5857,1,6,5,3,3,2,7,1,True
17809,17834,1,9,5,3,3,2,6,0,False
10517,10542,1,7,5,3,3,2,5,1,True
12109,12134,1,9,5,3,3,2,8,0,False
8651,8676,1,7,2,2,3,2,6,1,True
6361,6386,1,4,4,1,3,1,7,1,True
13800,13825,0,7,5,2,3,1,8,1,True
13617,13642,1,5,4,1,3,1,6,1,True
1012,1037,1,4,4,1,3,1,7,1,True
11212,11237,0,9,5,3,3,2,8,1,True
14747,14772,1,9,4,1,3,2,7,0,False
4730,4755,0,4,5,3,3,2,6,1,True
11251,11276,0,9,5,3,3,2,6,1,True
7059,7084,1,2,5,1,3,1,8,1,True
4239,4264,0,5,5,1,3,2,8,1,True
7911,7936,1,9,5,3,3,2,8,0,False
2833,2858,1,8,5,3,3,2,6,1,True
14161,14186,1,9,5,2,3,2,5,1,True
7916,7941,1,7,4,2,3,1,8,0,False
13880,13905,1,7,5,1,3,2,5,1,True
250,275,1,9,5,2,3,2,6,1,True
13379,13404,1,8,4,3,3,1,5,1,True
13306,13331,0,5,5,3,3,2,3,0,False
5195,5220,1,6,5,1,3,2,7,0,False
6545,6570,1,8,2,1,3,1,7,0,False
4561,4586,1,9,5,2,3,2,6,1,True
16834,16859,0,7,5,3,3,2,8,1,True
3014,3039,1,9,3,2,3,2,7,1,True
14076,14101,0,8,5,1,2,1,7,1,True
14190,14215,0,2,3,2,2,2,7,1,True
8739,8764,1,7,5,2,3,2,7,1,True
17953,17978,1,5,5,1,2,1,6,1,True
7444,7469,1,9,5,3,3,1,8,0,False
14848,14873,0,9,5,3,3,2,7,0,False
12347,12372,1,7,5,3,3,1,6,1,True
9611,9636,1,9,5,1,3,2,7,1,True
17502,17527,1,7,5,1,2,1,8,0,False
9942,9967,1,7,5,2,3,2,8,1,True
12387,12412,1,9,5,1,3,1,7,0,False
9768,9793,0,9,4,2,3,2,4,1,True
2708,2733,1,9,5,3,3,2,6,1,True
3857,3882,1,9,5,3,3,2,8,1,True
3847,3872,0,8,5,1,3,2,8,0,False
5399,5424,1,9,5,3,3,2,8,0,False
9383,9408,1,9,2,2,3,1,7,1,True
13006,13031,1,7,5,1,3,2,8,1,True
7578,7603,1,2,5,2,2,1,2,1,True
2650,2675,1,9,5,1,3,2,5,0,False
19090,19115,1,6,5,1,2,1,1,1,True
11782,11807,1,9,5,3,3,2,7,1,True
21091,21116,0,8,5,2,3,2,8,0,False
20026,20051,1,9,5,3,3,2,2,1,True
19399,19424,1,5,5,2,2,1,8,0,False
15255,15280,1,7,4,2,3,2,5,0,False
17951,17976,1,9,4,3,2,1,8,1,True
6280,6305,1,5,5,1,1,1,6,1,True
19249,19274,1,5,5,3,2,1,8,1,True
110,135,0,9,5,3,3,2,8,1,True
15237,15262,1,9,5,1,3,2,5,1,True
15030,15055,0,2,5,1,3,1,8,1,True
12753,12778,0,9,5,3,3,2,6,1,True
13417,13442,0,9,5,3,3,2,7,1,True
10942,10967,0,9,5,1,3,1,8,0,False
11930,11955,1,9,3,3,3,1,5,1,True
14480,14505,1,9,5,2,3,2,8,0,False
20516,20541,0,8,3,3,2,1,5,1,True
16653,16678,1,6,5,2,3,2,8,1,True
14731,14756,1,6,2,2,3,2,4,1,True
2645,2670,1,9,5,3,3,2,6,1,True
8099,8124,1,7,5,1,2,1,4,1,True
3601,3626,1,8,5,2,3,2,6,1,True
17467,17492,1,6,5,1,2,1,8,1,True
7958,7983,0,8,5,3,3,2,8,1,True
8430,8455,1,6,5,1,2,1,4,1,True
1782,1807,1,9,5,1,3,2,8,1,True
18833,18858,1,6,3,1,2,1,7,1,True
10667,10692,0,9,5,2,3,2,8,1,True
16488,16513,1,9,5,3,3,2,5,1,True
11833,11858,1,7,5,3,3,1,8,1,True
11436,11461,1,9,5,3,3,2,8,1,True
7627,7652,1,9,5,3,3,1,5,1,True
9316,9341,1,5,5,3,3,2,4,1,True
20010,20035,1,8,5,1,3,2,6,1,True
6601,6626,1,8,5,1,1,1,7,1,True
19756,19781,1,9,5,1,2,1,8,1,True
14630,14655,0,8,4,2,3,2,7,1,True
815,840,1,9,5,2,3,2,8,1,True
13520,13545,0,8,5,1,3,2,8,0,False
2068,2093,0,9,5,3,3,2,1,1,True
11425,11450,1,9,1,2,3,2,5,1,True
12940,12965,1,8,4,2,2,1,7,1,True
10574,10599,0,4,5,2,2,1,8,0,False
7230,7255,1,8,5,1,2,1,4,1,True
16088,16113,1,3,5,3,3,2,6,1,True
9081,9106,1,9,5,2,3,2,8,1,True
19194,19219,1,7,5,3,2,1,8,1,True
18919,18944,0,3,5,3,3,2,8,1,True
12821,12846,1,6,5,3,3,1,8,1,True
4036,4061,0,4,4,1,3,1,7,1,True
16461,16486,0,6,3,2,3,2,7,1,True
6790,6815,1,8,5,1,3,1,8,1,True
20164,20189,1,5,5,1,2,1,7,1,True
7174,7199,1,4,4,1,3,1,7,0,False
8738,8763,1,9,3,2,3,2,7,1,True
14078,14103,0,9,5,3,3,2,8,1,True
6508,6533,1,8,5,1,3,1,6,1,True
5785,5810,1,9,5,2,3,2,8,0,False
13904,13929,0,6,5,2,2,2,3,1,True
1636,1661,1,3,5,3,3,2,8,1,True
4409,4434,1,9,5,3,3,2,5,1,True
9986,10011,1,2,5,3,3,2,4,1,True
11921,11946,0,3,5,3,3,2,8,1,True
4049,4074,1,1,4,1,3,1,7,1,True
3265,3290,1,9,5,3,3,2,8,1,True
5877,5902,0,9,5,3,3,2,8,1,True
5269,5294,1,9,5,2,3,2,8,0,False
5953,5978,1,7,5,1,2,1,6,1,True
5426,5451,1,4,3,2,3,2,7,1,True
7072,7097,1,9,5,2,3,2,8,1,True
15558,15583,1,6,5,2,3,2,8,0,False
10429,10454,1,7,5,1,2,1,8,1,True
15257,15282,0,8,4,2,3,2,5,1,True
6060,6085,1,4,4,1,3,1,7,0,False
9434,9459,1,9,5,2,3,2,8,0,False
16583,16608,1,9,3,2,3,2,5,1,True
19387,19412,1,6,5,1,2,1,2,1,True
10689,10714,1,9,5,3,3,2,4,1,True
256,281,1,1,5,3,3,2,6,0,False
545,570,1,9,5,3,3,2,5,1,True
20132,20157,1,6,5,1,2,1,8,0,False
14864,14889,0,8,5,2,2,1,6,1,True
10086,10111,1,9,5,3,3,2,8,1,True
178,203,1,9,3,2,3,2,7,0,False
15698,15723,1,9,4,2,3,2,8,1,True
16048,16073,0,3,5,3,3,2,5,1,True
19333,19358,1,7,5,1,2,1,6,1,True
11726,11751,1,8,2,2,2,2,6,1,True
1191,1216,1,9,5,2,3,2,5,1,True
4457,4482,1,7,5,2,3,1,6,1,True
9681,9706,0,5,1,2,3,2,8,0,False
2115,2140,1,8,5,2,3,2,8,0,False
7649,7674,1,6,5,3,3,1,6,0,False
16638,16663,1,8,3,2,2,1,6,1,True
4345,4370,0,3,5,2,3,2,8,1,True
17545,17570,1,8,5,3,3,2,4,1,True
17335,17360,1,9,5,3,3,2,5,1,True
3691,3716,0,9,5,2,3,2,8,1,True
19647,19672,1,9,5,3,3,2,5,0,False
14572,14597,1,9,2,2,2,2,6,1,True
7772,7797,1,2,5,2,3,2,3,1,True
18393,18418,1,9,5,3,3,2,7,1,True
3732,3757,0,6,5,3,3,2,8,1,True
17476,17501,1,8,5,1,2,1,3,1,True
9048,9073,1,6,5,1,3,1,5,1,True
7413,7438,1,9,2,3,3,2,6,1,True
18897,18922,0,7,3,3,2,1,5,0,False
8711,8736,0,9,5,2,3,2,8,1,True
15442,15467,1,9,5,2,3,2,8,1,True
1109,1134,1,9,5,3,3,2,5,1,True
7935,7960,0,9,5,1,3,1,8,0,False
4582,4607,1,9,5,3,3,1,8,1,True
14623,14648,0,7,5,3,3,2,8,1,True
13559,13584,1,4,4,1,3,1,7,1,True
19967,19992,1,8,5,1,2,1,4,1,True
161,186,1,4,4,1,3,1,7,1,True
6075,6100,1,7,5,3,3,2,8,1,True
14890,14915,1,5,5,1,3,2,6,1,True
913,938,0,8,4,1,3,2,7,1,True
7886,7911,1,9,5,3,3,2,4,1,True
8316,8341,1,8,5,1,2,1,5,1,True
15659,15684,1,5,5,2,3,2,8,1,True
5966,5991,1,7,5,2,3,2,8,1,True
1606,1631,0,9,1,2,3,2,6,0,False
1188,1213,1,2,5,1,3,2,4,0,False
8636,8661,1,5,5,2,3,2,8,1,True
13113,13138,1,4,4,1,3,1,7,1,True
7361,7386,1,8,5,2,3,2,7,1,True
15103,15128,1,7,5,3,2,2,7,1,True
18496,18521,1,9,5,3,3,2,4,1,True
7403,7428,0,3,2,3,3,2,7,1,True
16396,16421,1,6,5,3,3,1,8,1,True
3759,3784,0,4,4,1,3,1,7,1,True
3118,3143,1,9,5,2,3,2,2,1,True
18654,18679,1,9,5,2,1,2,5,1,True
3053,3078,0,3,5,3,3,1,4,1,True
8286,8311,1,7,5,3,1,1,8,1,True
19103,19128,0,9,5,2,3,2,8,1,True
2262,2287,0,9,5,1,3,2,8,1,True
20122,20147,1,5,5,2,2,1,6,1,True
11036,11061,0,9,5,2,3,1,8,1,True
19082,19107,1,6,5,1,2,1,6,1,True
7852,7877,0,9,5,3,3,2,8,1,True
8892,8917,1,9,3,2,3,2,7,1,True
7238,7263,1,8,5,1,2,1,5,1,True
6812,6837,1,7,5,1,2,1,8,0,False
13270,13295,1,4,5,2,3,2,8,1,True
2037,2062,1,8,5,3,3,2,8,1,True
1221,1246,0,9,5,3,3,2,4,0,False
8565,8590,1,7,5,2,3,1,5,0,False
20236,20261,1,9,5,3,2,1,8,1,True
1553,1578,1,8,5,1,2,1,3,1,True
7573,7598,1,5,5,2,2,1,8,0,False
7740,7765,1,9,5,3,3,2,3,1,True
13596,13621,1,7,5,3,3,2,8,0,False
18792,18817,1,5,5,1,2,1,8,0,False
9731,9756,1,9,5,3,3,2,8,1,True
17022,17047,0,8,5,1,3,2,3,1,True
1909,1934,0,7,2,2,3,1,8,1,True
1024,1049,0,9,5,2,3,2,7,1,True
17267,17292,1,5,5,1,2,1,5,1,True
20931,20956,1,9,5,3,2,2,5,1,True
2185,2210,0,8,5,2,3,1,7,0,False
5023,5048,1,9,5,2,3,2,8,1,True
17431,17456,0,7,5,2,2,1,7,0,False
16542,16567,1,3,5,3,3,2,8,1,True
17114,17139,1,6,2,2,2,1,6,1,True
11755,11780,0,7,5,2,3,1,8,1,True
18977,19002,1,9,3,1,2,1,7,1,True
18506,18531,0,9,5,3,3,2,8,1,True
4299,4324,0,9,5,2,3,2,5,1,True
11822,11847,1,7,4,3,3,2,8,1,True
17984,18009,1,5,5,1,2,1,6,1,True
1986,2011,1,9,5,3,3,2,8,1,True
10799,10824,0,9,5,3,3,2,8,1,True
11786,11811,1,6,5,2,3,1,8,1,True
15368,15393,0,7,5,2,2,1,7,1,True
11619,11644,0,9,5,3,3,2,8,1,True
16440,16465,1,9,5,3,3,2,8,1,True
4126,4151,1,7,5,1,1,2,5,1,True
15489,15514,0,9,4,2,3,2,8,0,False
12749,12774,1,9,5,3,2,2,6,0,False
8624,8649,0,6,5,2,3,2,8,0,False
7214,7239,1,8,4,1,3,1,7,1,True
8025,8050,1,8,5,1,3,2,6,1,True
9763,9788,1,6,5,3,3,2,8,1,True
7880,7905,1,9,5,2,3,2,6,1,True
2003,2028,1,6,5,3,3,2,3,1,True
4318,4343,0,7,5,3,3,1,6,1,True
14811,14836,1,9,4,2,3,2,8,1,True
12280,12305,0,9,5,3,3,2,8,1,True
17598,17623,1,7,3,1,3,2,5,1,True
4856,4881,1,9,2,2,3,1,8,1,True
2065,2090,0,9,4,3,3,2,3,1,True
18751,18776,1,9,5,3,3,2,6,1,True
536,561,0,8,5,1,2,1,3,1,True
8441,8466,1,8,5,1,2,1,5,1,True
7210,7235,1,7,5,2,3,2,8,1,True
2759,2784,1,4,5,3,3,2,8,1,True
3581,3606,0,4,5,2,3,2,7,1,True
2493,2518,1,9,5,3,2,1,4,1,True
20188,20213,1,7,5,1,2,1,8,1,True
6533,6558,1,4,4,1,3,1,7,0,False
2775,2800,0,5,5,2,3,2,8,0,False
21003,21028,1,9,5,3,3,2,4,1,True
15978,16003,1,7,5,3,3,2,7,1,True
13848,13873,0,5,5,2,3,1,8,1,True
12511,12536,1,7,5,1,2,1,5,1,True
17232,17257,1,8,5,1,3,1,1,1,True
5579,5604,1,9,3,3,3,2,7,1,True
14705,14730,1,9,5,2,3,2,7,1,True
18074,18099,1,6,3,1,2,1,8,1,True
7966,7991,1,8,5,1,3,1,6,1,True
3713,3738,1,4,5,3,3,2,3,1,True
4972,4997,0,9,5,1,3,2,8,0,False
19598,19623,0,9,5,3,3,2,1,1,True
6653,6678,1,8,5,1,2,1,7,0,False
11088,11113,0,9,5,2,3,1,8,1,True
2420,2445,0,8,4,2,3,2,1,0,False
20322,20347,0,9,5,1,2,1,8,1,True
1322,1347,0,9,3,1,3,2,5,1,True
8984,9009,1,4,4,2,1,2,8,1,True
18994,19019,1,5,5,1,2,1,4,1,True
19346,19371,1,6,5,1,2,1,6,1,True
1916,1941,0,6,3,3,3,2,7,1,True
19365,19390,1,9,5,3,3,2,8,1,True
12013,12038,0,3,5,3,3,2,8,1,True
17608,17633,1,9,2,2,3,2,5,1,True
9825,9850,1,6,5,2,3,1,5,1,True
5472,5497,0,9,5,3,3,2,5,0,False
3676,3701,0,3,5,3,3,2,4,0,False
9470,9495,1,5,2,1,3,2,4,1,True
15079,15104,1,9,5,3,3,2,7,1,True
3366,3391,1,6,5,2,3,2,8,1,True
12513,12538,1,9,5,3,3,2,4,1,True
19113,19138,1,9,5,3,3,2,4,1,True
7172,7197,1,9,5,2,3,2,8,0,False
16137,16162,0,8,5,1,3,2,7,1,True
19321,19346,1,6,5,1,2,1,6,1,True
18891,18916,0,9,5,3,3,2,5,1,True
16246,16271,0,6,5,2,3,1,5,1,True
20208,20233,1,7,5,1,2,1,8,1,True
14301,14326,1,9,4,3,2,2,8,1,True
13528,13553,1,8,5,1,3,1,5,1,True
11642,11667,1,6,5,2,2,1,8,1,True
2162,2187,1,9,5,3,3,2,6,0,False
18141,18166,1,8,5,1,2,1,5,0,False
299,324,1,2,4,1,3,1,7,0,False
18093,18118,1,9,5,3,3,2,8,1,True
19928,19953,0,9,5,3,3,2,6,1,True
17618,17643,1,7,5,3,2,1,8,0,False
14792,14817,1,9,5,2,3,2,7,0,False
13346,13371,1,6,5,3,3,1,8,1,True
16826,16851,1,9,5,3,3,2,8,1,True
17875,17900,0,9,5,3,3,2,8,1,True
8137,8162,1,6,2,3,3,2,8,1,True
11712,11737,1,7,5,2,3,2,4,1,True
7993,8018,0,8,5,1,3,2,4,0,False
1765,1790,1,5,5,1,3,2,5,1,True
3225,3250,1,5,5,3,3,2,6,1,True
19953,19978,1,8,5,2,2,1,8,1,True
3125,3150,0,9,5,2,3,2,8,1,True
650,675,1,7,5,1,2,1,8,1,True
15462,15487,1,7,3,2,3,1,7,1,True
1231,1256,0,9,3,2,3,2,7,1,True
9360,9385,1,6,5,3,3,2,8,0,False
3554,3579,1,9,5,3,3,1,6,1,True
10484,10509,1,6,5,3,3,2,8,0,False
3940,3965,1,8,5,3,2,1,8,1,True
1959,1984,1,8,5,2,3,1,4,1,True
9029,9054,1,6,5,2,3,2,5,1,True
15682,15707,1,9,3,3,2,1,6,0,False
18682,18707,1,8,5,1,2,2,1,1,True
1052,1077,1,9,5,2,3,2,5,1,True
9965,9990,0,9,3,1,3,2,5,1,True
1044,1069,0,9,3,3,3,1,8,1,True
1990,2015,1,9,5,3,3,2,5,1,True
3898,3923,1,4,4,1,3,1,7,1,True
3975,4000,1,9,5,3,3,1,6,0,False
17801,17826,1,8,5,1,2,1,5,0,False
12886,12911,0,4,4,1,3,1,5,0,False
6600,6625,1,8,3,1,2,1,7,0,False
9842,9867,0,5,5,3,3,2,8,1,True
1580,1605,1,9,2,3,3,2,8,1,True
8657,8682,1,9,5,3,3,2,8,1,True
8691,8716,1,6,5,2,3,2,5,1,True
10108,10133,1,9,5,1,3,2,8,1,True
20113,20138,1,8,5,1,3,2,8,1,True
5736,5761,1,9,5,2,2,1,7,0,False
2934,2959,0,7,5,3,2,2,8,1,True
7540,7565,1,5,5,1,2,1,8,1,True
19117,19142,1,7,5,2,2,1,8,0,False
1499,1524,0,9,5,2,3,2,8,0,False
12863,12888,1,5,4,2,3,2,8,1,True
8538,8563,1,9,5,1,3,2,7,1,True
1215,1240,0,3,5,3,3,2,7,1,True
1774,1799,1,9,5,3,3,2,8,1,True
16289,16314,0,9,5,3,3,2,8,1,True
11187,11212,1,3,5,3,3,2,5,1,True
8850,8875,1,7,5,2,2,1,4,1,True
42,67,0,9,5,2,3,2,4,0,False
4360,4385,1,9,5,2,3,2,5,1,True
17731,17756,1,5,5,1,2,1,6,1,True
14636,14661,0,2,4,2,3,2,7,0,False
11429,11454,0,9,5,2,3,2,4,0,False
18062,18087,1,6,5,3,2,1,8,1,True
15570,15595,1,5,5,1,3,2,6,1,True
7526,7551,1,4,4,1,3,1,7,0,False
19428,19453,1,5,5,3,3,2,8,1,True
7160,7185,1,7,1,3,3,1,4,1,True
6484,6509,1,8,5,1,2,1,8,1,True
14121,14146,0,9,5,2,3,2,8,1,True
1300,1325,1,9,5,3,3,2,8,1,True
21047,21072,1,7,5,2,3,2,7,0,False
12366,12391,1,9,4,3,3,2,8,1,True
20630,20655,0,7,3,3,2,1,7,1,True
1951,1976,1,8,5,1,3,2,8,1,True
2859,2884,1,9,5,2,3,1,8,1,True
16610,16635,0,5,5,2,3,2,8,1,True
8277,8302,1,4,4,1,3,1,7,1,True
17567,17592,1,5,5,1,2,2,8,1,True
4091,4116,1,9,1,3,3,2,8,0,False
11483,11508,1,4,3,1,3,2,7,1,True
13556,13581,0,8,5,1,3,2,8,1,True
9145,9170,1,7,5,3,2,1,3,1,True
416,441,1,9,5,2,3,2,8,1,True
13763,13788,1,7,5,1,1,2,8,1,True
13586,13611,1,5,3,2,3,2,3,0,False
16365,16390,1,6,5,2,3,1,8,0,False
15148,15173,0,9,5,2,3,2,8,1,True
2608,2633,0,7,2,3,3,2,8,1,True
18003,18028,0,9,5,3,3,2,8,1,True
957,982,0,4,5,3,3,2,8,0,False
14439,14464,0,9,5,3,3,2,8,1,True
13484,13509,1,9,5,2,3,2,7,0,False
19791,19816,1,6,2,3,3,2,8,1,True
20304,20329,1,7,5,2,3,2,5,1,True
20943,20968,0,3,5,3,3,2,8,1,True
1486,1511,0,9,5,1,3,2,6,1,True
738,763,1,3,5,3,3,2,6,1,True
11127,11152,0,9,5,3,3,2,6,0,False
20819,20844,1,9,5,2,2,2,6,0,False
13815,13840,0,9,5,2,3,1,6,1,True
5076,5101,1,9,1,2,3,2,7,0,False
7074,7099,1,9,5,2,3,2,6,1,True
2512,2537,1,9,5,1,3,1,7,0,False
16143,16168,0,7,5,2,2,2,8,1,True
10832,10857,1,4,4,1,3,1,7,1,True
1584,1609,0,9,5,1,3,2,8,1,True
9257,9282,1,8,5,1,3,2,6,1,True
15096,15121,1,8,5,2,2,1,7,0,False
4604,4629,1,9,5,3,3,2,6,1,True
19627,19652,0,9,5,3,3,2,4,0,False
8633,8658,1,6,4,1,3,1,7,1,True
6540,6565,1,7,5,1,3,1,7,1,True
850,875,0,9,5,1,3,2,7,1,True
4412,4437,0,9,5,2,3,2,8,1,True
18340,18365,1,9,5,3,3,2,1,1,True
7257,7282,1,7,3,1,2,1,6,1,True
14014,14039,1,4,5,3,3,2,3,1,True
3005,3030,0,9,5,2,3,1,8,1,True
1554,1579,0,9,5,2,3,2,8,1,True
18125,18150,1,5,5,1,2,1,2,1,True
12568,12593,1,5,5,2,3,2,6,1,True
904,929,1,8,5,1,3,2,4,1,True
9982,10007,0,9,3,3,3,2,6,1,True
21088,21113,1,9,5,3,3,2,7,1,True
8256,8281,0,7,5,1,1,1,7,1,True
15373,15398,1,8,5,2,3,2,8,0,False
9947,9972,1,3,5,2,3,2,8,1,True
15044,15069,1,2,5,2,3,2,8,1,True
3716,3741,0,8,5,1,3,2,7,1,True
12840,12865,1,4,5,1,3,1,8,0,False
18021,18046,1,8,5,1,2,1,1,1,True
19579,19604,1,9,5,3,3,2,8,1,True
18453,18478,1,5,5,1,2,1,4,1,True
16635,16660,1,5,5,2,2,1,8,1,True
12845,12870,1,6,4,1,3,1,8,1,True
8637,8662,1,7,5,3,3,2,8,1,True
19801,19826,0,9,5,3,3,2,8,1,True
12353,12378,1,4,4,2,3,2,7,1,True
15512,15537,1,5,5,2,3,2,7,1,True
4664,4689,1,6,5,2,2,1,7,0,False
6536,6561,1,8,5,1,3,1,8,1,True
4084,4109,1,8,5,1,3,1,1,1,True
11671,11696,1,9,5,3,3,2,8,1,True
16382,16407,1,9,5,3,3,2,6,1,True
4004,4029,1,4,4,1,3,1,7,1,True
7845,7870,0,7,5,2,3,2,8,1,True
20520,20545,0,5,3,3,2,1,5,1,True
4452,4477,0,9,5,3,3,2,7,1,True
18129,18154,0,3,5,3,3,2,8,0,False
7111,7136,1,7,5,2,3,2,8,1,True
2673,2698,1,9,5,3,3,2,8,1,True
19251,19276,0,5,5,3,3,2,6,0,False
