,Unnamed: 0.1,Unnamed: 0,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num,Verd_Fals
787,6549,6574,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0,False
788,14080,14105,Femenino,TecnicoSuperior,tiempodeterminado,ninguno,diurno,NO,1A4A,1,True
789,15376,15401,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
790,11545,11570,Femenino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
791,1647,1672,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
792,2924,2949,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Mas25A,1,True
793,14753,14778,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,1,True
794,13975,14000,Masculino,Primaria,tiempoindeterminado,ninguno,diurno,SI,5A9A,1,True
795,7757,7782,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,15A19A,0,False
796,12812,12837,Masculino,TecnicoSuperior,otro,ninguno,diurno,SI,6M1A,1,True
797,9388,9413,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
798,5718,5743,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
799,4491,4516,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,10A14A,1,True
800,4641,4666,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
801,15788,15813,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
802,13259,13284,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0,False
803,13592,13617,Femenino,Secundaria,tiempodeterminado,ninguno,nocturno,NO,Menos6M,1,True
804,9368,9393,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
805,7099,7124,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,20A24A,0,False
806,3923,3948,Masculino,SinFormacion,porObraoProyecto,confianza,diurno,SI,10A14A,1,True
807,17326,17351,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,0,False
808,5479,5504,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,1,True
809,19265,19290,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
810,4203,4228,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
811,4764,4789,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0,False
812,13585,13610,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1,True
813,18969,18994,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1,True
814,10772,10797,Masculino,Primaria,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
815,9851,9876,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,0,False
816,9951,9976,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,1,True
817,3428,3453,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,6M1A,1,True
818,3399,3424,Femenino,Licenciatura,honorarios,confianza,diurno,NO,15A19A,1,True
819,4459,4484,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,1,True
820,6523,6548,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
821,14620,14645,Masculino,Preparatoria,otro,ninguno,diurno,NO,5A9A,1,True
822,1952,1977,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
823,12659,12684,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1,True
824,18523,18548,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
825,12096,12121,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,0,False
826,5713,5738,Masculino,Maestria,porObraoProyecto,confianza,diurno,NO,Menos6M,1,True
827,5626,5651,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
828,5239,5264,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,SI,1A4A,1,True
829,8347,8372,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,nocturno,SI,5A9A,1,True
830,1086,1111,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
831,12192,12217,Femenino,Preparatoria,porObraoProyecto,sindicalizado,diurno,NO,Menos6M,0,False
832,9997,10022,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
833,3684,3709,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
834,13839,13864,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
835,9088,9113,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
836,3160,3185,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
837,351,376,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
838,19868,19893,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
839,5050,5075,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0,False
840,18970,18995,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1,True
841,7370,7395,Masculino,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
842,15017,15042,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
843,6066,6091,Masculino,Preparatoria,otro,sindicalizado,diurno,SI,1A4A,0,False
844,1681,1706,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
845,8314,8339,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1,True
846,14737,14762,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
847,15693,15718,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
848,6747,6772,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
849,7129,7154,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,5A9A,0,False
850,2810,2835,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,NO,Menos6M,0,False
851,6907,6932,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,nocturno,SI,5A9A,1,True
852,18519,18544,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
853,2272,2297,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
854,11670,11695,Femenino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
855,3717,3742,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
856,457,482,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
857,7873,7898,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1,True
858,14958,14983,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,5A9A,1,True
859,17175,17200,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,0,False
860,19600,19625,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
861,6429,6454,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0,False
862,12520,12545,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
863,11264,11289,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
864,8716,8741,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,0,False
865,19999,20024,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
866,16202,16227,Femenino,Secundaria,tiempoindeterminado,confianza,nocturno,NO,6M1A,1,True
867,1009,1034,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
868,18988,19013,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,15A19A,1,True
869,14818,14843,Femenino,Maestria,tiempodeterminado,confianza,diurno,NO,5A9A,1,True
870,11848,11873,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,15A19A,0,False
871,20702,20727,Femenino,Preparatoria,tiempodeterminado,confianza,mixto,SI,Menos6M,0,False
872,6841,6866,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
873,6237,6262,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1,True
874,13509,13534,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,5A9A,0,False
875,945,970,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1,True
876,15594,15619,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,6M1A,1,True
877,15170,15195,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
878,16692,16717,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
879,4336,4361,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
880,111,136,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
881,5797,5822,Masculino,Preparatoria,tiempodeterminado,confianza,diurno,SI,Menos6M,1,True
882,18002,18027,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,0,False
883,16503,16528,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
884,10812,10837,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
885,303,328,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
886,16510,16535,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,1,True
887,1025,1050,Masculino,Bachillerato,tiempoindeterminado,confianza,mixto,SI,6M1A,1,True
888,20427,20452,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1,True
889,3064,3089,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,1,True
890,18771,18796,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1,True
891,5334,5359,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,SI,1A4A,1,True
892,20584,20609,Femenino,Bachillerato,tiempodeterminado,confianza,mixto,SI,6M1A,1,True
893,12591,12616,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1,True
894,11478,11503,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
895,18843,18868,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1,True
896,8366,8391,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1,True
897,7610,7635,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,6M1A,1,True
898,2668,2693,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
899,13495,13520,Masculino,Secundaria,otro,sindicalizado,diurno,NO,6M1A,1,True
900,13238,13263,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1,True
901,16406,16431,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1,True
902,78,103,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
903,955,980,Femenino,Preparatoria,tiempodeterminado,confianza,diurno,NO,Menos6M,1,True
904,5924,5949,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0,False
905,10240,10265,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,0,False
906,6245,6270,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
907,2728,2753,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
908,16701,16726,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,10A14A,1,True
909,8494,8519,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1,True
910,12246,12271,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
911,14568,14593,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,mixto,SI,6M1A,1,True
912,14587,14612,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
913,16040,16065,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,20A24A,1,True
914,2729,2754,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,0,False
915,14280,14305,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,nocturno,NO,1A4A,1,True
916,17821,17846,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
917,6655,6680,Masculino,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0,False
918,11129,11154,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,1A4A,1,True
919,17605,17630,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
920,20969,20994,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
921,2180,2205,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1,True
922,12014,12039,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
923,11371,11396,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
924,1734,1759,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
925,4781,4806,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,0,False
926,15295,15320,Femenino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,6M1A,0,False
927,18759,18784,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,0,False
928,15285,15310,Femenino,Primaria,tiempodeterminado,confianza,diurno,SI,6M1A,1,True
929,14991,15016,Masculino,Primaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
930,8385,8410,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1,True
931,11312,11337,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
932,8715,8740,Masculino,Bachillerato,tiempodeterminado,sindicalizado,diurno,NO,1A4A,1,True
933,16750,16775,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
934,11925,11950,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1,True
935,16139,16164,Femenino,Preparatoria,tiempoindeterminado,ninguno,nocturno,NO,1A4A,0,False
936,15493,15518,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0,False
937,10422,10447,Masculino,Primaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1,True
938,16776,16801,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
939,15843,15868,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
940,221,246,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,20A24A,0,False
941,12976,13001,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
942,9784,9809,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
943,2416,2441,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,Menos6M,0,False
944,5623,5648,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,0,False
945,13965,13990,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,15A19A,0,False
946,16939,16964,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
947,19062,19087,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,1,True
948,4646,4671,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
949,5398,5423,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
950,3333,3358,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
951,14786,14811,Masculino,Licenciatura,otro,ninguno,diurno,NO,6M1A,1,True
952,4056,4081,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
953,16427,16452,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,6M1A,1,True
954,6021,6046,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
955,83,108,Masculino,TecnicoSuperior,tiempodeterminado,confianza,diurno,NO,5A9A,1,True
956,20561,20586,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
957,1465,1490,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
958,11604,11629,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
959,9615,9640,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
960,14231,14256,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,0,False
961,10089,10114,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
962,7653,7678,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
963,6507,6532,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,1,True
964,8013,8038,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
965,14109,14134,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
966,14672,14697,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
967,20956,20981,Masculino,Preparatoria,tiempodeterminado,sindicalizado,diurno,NO,1A4A,1,True
968,15695,15720,Masculino,Preparatoria,porObraoProyecto,ninguno,diurno,NO,6M1A,0,False
969,8372,8397,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1,True
970,18512,18537,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
971,18802,18827,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1,True
972,3102,3127,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
973,16426,16451,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
974,14335,14360,Femenino,Secundaria,porObraoProyecto,ninguno,diurno,NO,6M1A,1,True
975,16633,16658,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
976,5081,5106,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
977,10701,10726,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
978,7037,7062,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1,True
979,8987,9012,Masculino,Secundaria,tiempoindeterminado,sindicalizado,nocturno,SI,1A4A,1,True
980,7677,7702,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
981,14371,14396,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
982,11615,11640,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
983,16991,17016,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1,True
984,10730,10755,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,6M1A,1,True
985,3362,3387,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,1,True
986,20484,20509,Femenino,Secundaria,tiempodeterminado,confianza,mixto,SI,6M1A,1,True
987,4045,4070,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,0,False
988,1613,1638,Masculino,Licenciatura,tiempodeterminado,sindicalizado,diurno,NO,6M1A,1,True
989,9833,9858,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
990,3069,3094,Femenino,Maestria,porObraoProyecto,confianza,diurno,NO,1A4A,0,False
991,1862,1887,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,0,False
992,12404,12429,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1,True
993,4725,4750,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
994,19011,19036,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1,True
995,17202,17227,Masculino,Secundaria,tiempoindeterminado,confianza,mixto,NO,10A14A,1,True
996,2365,2390,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
997,16817,16842,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,6M1A,1,True
998,16696,16721,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
999,19726,19751,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
1000,20095,20120,Masculino,Secundaria,otro,sindicalizado,diurno,NO,1A4A,1,True
1001,147,172,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
1002,16511,16536,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
1003,497,522,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
1004,7254,7279,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,1,True
1005,18275,18300,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
1006,16400,16425,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
1007,8176,8201,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1,True
1008,20412,20437,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
1009,3703,3728,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,0,False
1010,826,851,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,5A9A,0,False
1011,13986,14011,Masculino,Preparatoria,porObraoProyecto,ninguno,diurno,NO,Menos6M,1,True
1012,17219,17244,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,15A19A,1,True
1013,5638,5663,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,10A14A,0,False
1014,2305,2330,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
1015,13038,13063,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,Menos6M,1,True
1016,19973,19998,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,5A9A,1,True
1017,5932,5957,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
1018,11823,11848,Masculino,Preparatoria,tiempodeterminado,confianza,diurno,NO,1A4A,1,True
1019,12888,12913,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
1020,9060,9085,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,6M1A,1,True
1021,16017,16042,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
1022,6849,6874,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
1023,6134,6159,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,6M1A,1,True
1024,16009,16034,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
1025,6073,6098,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,0,False
1026,17417,17442,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Mas25A,1,True
1027,5061,5086,Masculino,Preparatoria,otro,confianza,diurno,NO,1A4A,1,True
1028,13851,13876,Femenino,Preparatoria,tiempoindeterminado,confianza,mixto,NO,1A4A,1,True
1029,17048,17073,Masculino,Maestria,tiempoindeterminado,ninguno,mixto,NO,5A9A,1,True
1030,13385,13410,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1,True
1031,3076,3101,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,0,False
1032,18814,18839,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
1033,13345,13370,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
1034,4421,4446,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
1035,19086,19111,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,0,False
1036,13893,13918,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
1037,12848,12873,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1,True
1038,4309,4334,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,1,True
1039,16285,16310,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
1040,17593,17618,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
1041,12521,12546,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
1042,11335,11360,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
1043,3191,3216,Masculino,Maestria,tiempoindeterminado,confianza,mixto,NO,5A9A,1,True
1044,20302,20327,Masculino,Preparatoria,otro,ninguno,mixto,NO,5A9A,1,True
1045,13755,13780,Femenino,Secundaria,tiempoindeterminado,sindicalizado,nocturno,SI,1A4A,0,False
1046,9624,9649,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0,False
1047,18106,18131,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,1,True
1048,20843,20868,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
1049,3388,3413,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
1050,19670,19695,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
1051,15877,15902,Masculino,Licenciatura,porObraoProyecto,ninguno,mixto,SI,Menos6M,1,True
1052,15411,15436,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,1,True
1053,14935,14960,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,1,True
1054,12588,12613,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,10A14A,0,False
1055,13545,13570,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,6M1A,1,True
1056,14396,14421,Masculino,Secundaria,porObraoProyecto,confianza,diurno,NO,1A4A,0,False
1057,3262,3287,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1,True
1058,18984,19009,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,0,False
