,Unnamed: 0.1,Unnamed: 0,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num,Verd_Fals
0,13272,13297,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,5A9A,1,True
1,3240,3265,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
2,13519,13544,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0,False
3,20891,20916,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
4,12207,12232,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,15A19A,0,False
5,2308,2333,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
6,12516,12541,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
7,9047,9072,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
8,5473,5498,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
9,15704,15729,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
10,18422,18447,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,0,False
11,14267,14292,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0,False
12,3595,3620,Masculino,Secundaria,otro,ninguno,diurno,NO,6M1A,1,True
13,10680,10705,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,15A19A,1,True
14,18380,18405,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,0,False
15,14313,14338,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
16,15001,15026,Masculino,Licenciatura,otro,ninguno,nocturno,NO,5A9A,1,True
17,10546,10571,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
18,4343,4368,Masculino,Licenciatura,honorarios,confianza,diurno,NO,5A9A,1,True
19,12466,12491,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,10A14A,0,False
20,17538,17563,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1,True
21,8218,8243,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
22,4532,4557,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
23,12415,12440,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
24,18594,18619,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
25,8452,8477,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
26,6820,6845,Masculino,Secundaria,tiempodeterminado,sindicalizado,diurno,SI,6M1A,1,True
27,12369,12394,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
28,15741,15766,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Mas25A,0,False
29,14812,14837,Masculino,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,1A4A,1,True
30,21061,21086,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
31,6753,6778,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
32,3507,3532,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
33,15717,15742,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
34,3640,3665,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,15A19A,0,False
35,3701,3726,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1,True
36,16946,16971,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,0,False
37,11893,11918,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
38,17029,17054,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
39,5304,5329,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
40,12607,12632,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1,True
41,7435,7460,Femenino,SinFormacion,otro,sindicalizado,diurno,NO,Menos6M,1,True
42,488,513,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1,True
43,8599,8624,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
44,18249,18274,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
45,2947,2972,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1,True
46,12071,12096,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
47,9992,10017,Masculino,Primaria,tiempoindeterminado,confianza,diurno,NO,Mas25A,1,True
48,15309,15334,Masculino,Secundaria,porObraoProyecto,ninguno,mixto,NO,Menos6M,1,True
49,13619,13644,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,6M1A,0,False
50,3112,3137,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,1,True
51,20253,20278,Masculino,Secundaria,tiempodeterminado,sindicalizado,mixto,NO,Menos6M,1,True
52,13504,13529,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
53,18037,18062,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1,True
54,10579,10604,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
55,16871,16896,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,1,True
56,10566,10591,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
57,16754,16779,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
58,7162,7187,Masculino,Licenciatura,otro,ninguno,diurno,NO,5A9A,0,False
59,5310,5335,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,1,True
60,11486,11511,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
61,549,574,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
62,18956,18981,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1,True
63,706,731,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,1,True
64,8516,8541,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
65,4354,4379,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1,True
66,3647,3672,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
67,20902,20927,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,0,False
68,5276,5301,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
69,1769,1794,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
70,13966,13991,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
71,6080,6105,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
72,12481,12506,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
73,10483,10508,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1,True
74,20415,20440,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1,True
75,5412,5437,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,mixto,SI,6M1A,1,True
76,15529,15554,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
77,19649,19674,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,0,False
78,18552,18577,Masculino,TecnicoSuperior,tiempodeterminado,sindicalizado,mixto,SI,Menos6M,0,False
79,4023,4048,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
80,8135,8160,Masculino,Secundaria,porObraoProyecto,sindicalizado,mixto,SI,5A9A,1,True
81,1671,1696,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
82,17799,17824,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
83,16195,16220,Femenino,Primaria,tiempodeterminado,ninguno,nocturno,NO,Menos6M,1,True
84,18389,18414,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
85,11497,11522,Femenino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
86,19695,19720,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
87,3059,3084,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
88,16887,16912,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
89,13395,13420,Masculino,Maestria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0,False
90,15663,15688,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
91,13287,13312,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,15A19A,0,False
92,21000,21025,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
93,1105,1130,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
94,451,476,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,10A14A,1,True
95,8841,8866,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,NO,1A4A,1,True
96,19468,19493,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,15A19A,0,False
97,1519,1544,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
98,15298,15323,Femenino,Primaria,porObraoProyecto,ninguno,mixto,NO,Menos6M,1,True
99,16423,16448,Masculino,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,6M1A,1,True
100,17622,17647,Masculino,Preparatoria,tiempodeterminado,sindicalizado,diurno,NO,10A14A,1,True
101,17655,17680,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,0,False
102,17427,17452,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
103,17629,17654,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,mixto,SI,Mas25A,1,True
104,3633,3658,Masculino,Licenciatura,otro,ninguno,diurno,SI,5A9A,1,True
105,3192,3217,Femenino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
106,5110,5135,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1,True
107,4939,4964,Femenino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1,True
108,1889,1914,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
109,4932,4957,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Mas25A,1,True
110,7308,7333,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
111,20219,20244,Masculino,Primaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
112,10813,10838,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
113,11765,11790,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,0,False
114,9219,9244,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
115,14129,14154,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1,True
116,3502,3527,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
117,12314,12339,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,Menos6M,1,True
118,15660,15685,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
119,18570,18595,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,0,False
120,13970,13995,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
121,13808,13833,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,nocturno,NO,6M1A,1,True
122,21079,21104,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
123,11846,11871,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,1,True
124,5866,5891,Femenino,Licenciatura,otro,confianza,diurno,NO,1A4A,1,True
125,9476,9501,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1,True
126,60,85,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,10A14A,0,False
127,13702,13727,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1,True
128,11797,11822,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,1,True
129,18025,18050,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
130,9699,9724,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
131,9176,9201,Masculino,Maestria,tiempoindeterminado,confianza,diurno,SI,1A4A,1,True
132,20893,20918,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
133,13968,13993,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0,False
134,8802,8827,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
135,11005,11030,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
136,8371,8396,Masculino,SinFormacion,porObraoProyecto,sindicalizado,nocturno,SI,6M1A,1,True
137,7337,7362,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
138,17950,17975,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,Mas25A,1,True
139,14530,14555,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,10A14A,0,False
140,10180,10205,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
141,13625,13650,Masculino,Preparatoria,tiempodeterminado,sindicalizado,diurno,SI,Menos6M,1,True
142,13057,13082,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
143,2217,2242,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Menos6M,0,False
144,11601,11626,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,15A19A,1,True
145,13018,13043,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,Menos6M,0,False
146,14711,14736,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,SI,1A4A,0,False
147,4463,4488,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,Menos6M,1,True
148,20965,20990,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
149,8010,8035,Femenino,Preparatoria,tiempoindeterminado,confianza,nocturno,SI,1A4A,1,True
150,9587,9612,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,nocturno,SI,10A14A,1,True
151,17434,17459,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
152,2763,2788,Femenino,Licenciatura,tiempodeterminado,ninguno,mixto,NO,6M1A,1,True
153,18034,18059,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
154,18746,18771,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
155,9716,9741,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
156,4250,4275,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,0,False
157,1180,1205,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
158,5764,5789,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,Menos6M,0,False
159,8417,8442,Masculino,Bachillerato,porObraoProyecto,sindicalizado,diurno,SI,6M1A,1,True
160,13142,13167,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,0,False
161,965,990,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,0,False
162,7644,7669,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
163,19951,19976,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1,True
164,11128,11153,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,10A14A,1,True
165,11852,11877,Masculino,TecnicoSuperior,porObraoProyecto,confianza,diurno,SI,1A4A,1,True
166,12374,12399,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
167,11870,11895,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
168,6977,7002,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,NO,6M1A,1,True
169,12139,12164,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
170,6007,6032,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
171,16178,16203,Femenino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,0,False
172,18883,18908,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
173,12195,12220,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
174,7731,7756,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
175,601,626,Femenino,Licenciatura,porObraoProyecto,confianza,diurno,NO,Menos6M,0,False
176,13090,13115,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1,True
177,11290,11315,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
178,20015,20040,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,Menos6M,1,True
179,9990,10015,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,Mas25A,1,True
180,3776,3801,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0,False
181,8185,8210,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,1,True
182,6375,6400,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
183,10684,10709,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
184,9771,9796,Femenino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,0,False
185,14476,14501,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,6M1A,1,True
186,4802,4827,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1,True
187,11709,11734,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
188,11628,11653,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
189,1970,1995,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,0,False
190,5480,5505,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,6M1A,0,False
191,6234,6259,Masculino,Preparatoria,porObraoProyecto,confianza,diurno,NO,6M1A,1,True
192,4671,4696,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,1,True
193,11468,11493,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,20A24A,1,True
194,11189,11214,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1,True
195,1882,1907,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
196,18515,18540,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
197,3184,3209,Masculino,Maestria,tiempodeterminado,ninguno,diurno,NO,Menos6M,1,True
198,4187,4212,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
199,11490,11515,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
200,514,539,Femenino,Bachillerato,tiempodeterminado,confianza,diurno,NO,1A4A,1,True
201,11404,11429,Masculino,SinFormacion,porObraoProyecto,confianza,diurno,NO,1A4A,1,True
202,13086,13111,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,1A4A,1,True
203,11060,11085,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
204,5704,5729,Femenino,Licenciatura,honorarios,confianza,diurno,NO,Menos6M,1,True
205,15836,15861,Masculino,Maestria,tiempoindeterminado,confianza,mixto,NO,1A4A,1,True
206,7012,7037,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
207,20003,20028,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1,True
208,19867,19892,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
209,15224,15249,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
210,12289,12314,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,Menos6M,1,True
211,12198,12223,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
212,2806,2831,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
213,3488,3513,Femenino,Maestria,tiempoindeterminado,confianza,diurno,SI,10A14A,1,True
214,6853,6878,Femenino,SinFormacion,honorarios,sindicalizado,diurno,SI,5A9A,1,True
215,634,659,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
216,3866,3891,Masculino,SinFormacion,otro,ninguno,diurno,NO,15A19A,1,True
217,3023,3048,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1,True
218,2964,2989,Femenino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,1A4A,0,False
219,1624,1649,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,1,True
220,10751,10776,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,1,True
221,13622,13647,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
222,11144,11169,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
223,207,232,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,0,False
224,20324,20349,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
225,15215,15240,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1,True
226,714,739,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
227,16614,16639,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
228,11360,11385,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
229,9152,9177,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1,True
230,12899,12924,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
231,13087,13112,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1,True
232,14289,14314,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
233,5839,5864,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,1,True
234,8550,8575,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,5A9A,1,True
235,15045,15070,Femenino,Primaria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
236,4882,4907,Masculino,Secundaria,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,1,True
237,14373,14398,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,1,True
238,4658,4683,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1,True
239,10541,10566,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
240,6703,6728,Masculino,Bachillerato,tiempodeterminado,sindicalizado,mixto,SI,Menos6M,1,True
241,3243,3268,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,1,True
242,4066,4091,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1,True
243,7217,7242,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0,False
244,17805,17830,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1,True
245,16324,16349,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1,True
246,18175,18200,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
247,5635,5660,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1,True
248,6303,6328,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,NO,6M1A,0,False
249,13112,13137,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1,True
250,7455,7480,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,Mas25A,1,True
251,13469,13494,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1,True
252,7274,7299,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0,False
253,11297,11322,Masculino,Bachillerato,porObraoProyecto,sindicalizado,diurno,NO,1A4A,1,True
254,20593,20618,Masculino,Secundaria,tiempodeterminado,ninguno,mixto,SI,Menos6M,1,True
255,1345,1370,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1,True
256,2131,2156,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1,True
257,10421,10446,Femenino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1,True
258,20777,20802,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0,False
259,15218,15243,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,15A19A,1,True
260,12969,12994,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1,True
261,20760,20785,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,5A9A,1,True
262,10627,10652,Masculino,Secundaria,otro,confianza,diurno,NO,5A9A,1,True
263,14816,14841,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
264,14497,14522,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,0,False
265,767,792,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0,False
266,10638,10663,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
267,13541,13566,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,1,True
268,13052,13077,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,10A14A,0,False
269,12163,12188,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Menos6M,1,True
270,16974,16999,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,1,True
271,4745,4770,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,6M1A,1,True
272,9862,9887,Femenino,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1,True
273,11242,11267,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1,True
