,Id_respuesta,Id_empleado_nom35,Id_res_nom35,respuesta,date,Indice
1690,2551,64,35,2,2019-07-19,683
1691,2552,64,36,2,2019-07-19,684
1692,2553,64,37,2,2019-07-19,685
1693,2554,64,38,2,2019-07-19,686
1694,2555,64,39,2,2019-07-19,687
1695,2556,64,40,2,2019-07-19,688
1696,2557,64,41,1,2019-07-19,689
1697,2558,64,42,0,2019-07-19,690
1698,2559,64,43,0,2019-07-19,691
1699,2560,64,44,2,2019-07-19,692
1700,2561,64,45,2,2019-07-19,693
1701,2562,64,46,2,2019-07-19,694
1702,2563,65,1,2,2019-07-22,695
1703,2564,65,2,1,2019-07-22,696
1704,2565,65,3,0,2019-07-22,697
1705,2566,65,4,1,2019-07-22,698
1706,2567,65,5,1,2019-07-22,699
1707,2568,65,6,2,2019-07-22,700
1708,2569,65,7,2,2019-07-22,701
1709,2570,65,8,2,2019-07-22,702
1710,2571,65,9,2,2019-07-22,703
1711,2572,65,10,3,2019-07-22,704
1712,2573,65,11,2,2019-07-22,705
1713,2574,65,12,2,2019-07-22,706
1714,2575,65,13,1,2019-07-22,707
1715,2576,65,14,0,2019-07-22,708
1716,2577,65,15,0,2019-07-22,709
1717,2578,65,16,0,2019-07-22,710
1718,2579,65,17,1,2019-07-22,711
1719,2580,65,18,1,2019-07-22,712
1720,2581,65,19,1,2019-07-22,713
1721,2582,65,20,2,2019-07-22,714
1722,2583,65,21,2,2019-07-22,715
1723,2584,65,22,2,2019-07-22,716
1724,2585,65,23,2,2019-07-22,717
1725,2586,65,24,2,2019-07-22,718
1726,2587,65,25,2,2019-07-22,719
1727,2588,65,26,1,2019-07-22,720
1728,2589,65,27,1,2019-07-22,721
1729,2590,65,28,1,2019-07-22,722
1730,2591,65,29,1,2019-07-22,723
1731,2592,65,30,1,2019-07-22,724
1732,2593,65,31,1,2019-07-22,725
1733,2594,65,32,1,2019-07-22,726
1734,2595,65,33,1,2019-07-22,727
1735,2596,65,34,2,2019-07-22,728
1736,2597,65,35,0,2019-07-22,729
1737,2598,65,36,0,2019-07-22,730
1738,2599,65,37,1,2019-07-22,731
1739,2600,65,38,0,2019-07-22,732
1740,2601,65,39,0,2019-07-22,733
1741,2602,65,40,0,2019-07-22,734
1742,2603,65,41,2,2019-07-22,735
1743,2604,65,42,3,2019-07-22,736
1744,2605,65,43,1,2019-07-22,737
