,Unnamed: 0,Genero,EstadoCivil,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num
4159,4159,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
18174,18174,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,1
10885,10885,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
323,323,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
20191,20191,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,0
19819,19819,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,mixto,NO,1A4A,1
5883,5883,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12532,12532,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
10733,10733,Femenino,Soltero,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
19923,19923,Masculino,UnionLibre,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,0
8819,8819,Masculino,Soltero,Preparatoria,tiempodeterminado,ninguno,diurno,NO,Menos6M,0
16407,16407,Masculino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,0
20834,20834,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,20A24A,1
2638,2638,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
3328,3328,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
6562,6562,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1
4819,4819,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
18372,18372,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
7317,7317,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,15A19A,0
10990,10990,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1
6556,6556,Masculino,Soltero,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
936,936,Femenino,Soltero,Licenciatura,tiempodeterminado,confianza,diurno,SI,Menos6M,1
17923,17923,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
14278,14278,Masculino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0
11903,11903,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
2026,2026,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
4202,4202,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
6149,6149,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
4903,4903,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
13806,13806,Femenino,Soltero,SinFormacion,tiempoindeterminado,confianza,diurno,SI,1A4A,1
856,856,Masculino,Soltero,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,0
7882,7882,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,SI,Menos6M,1
2119,2119,Femenino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,0
2020,2020,Femenino,Casado,Licenciatura,otro,confianza,diurno,NO,1A4A,0
4794,4794,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,SI,Menos6M,1
16516,16516,Masculino,Casado,Licenciatura,tiempodeterminado,confianza,diurno,NO,5A9A,1
4024,4024,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
4574,4574,Masculino,Soltero,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
8255,8255,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,0
11666,11666,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,15A19A,1
6290,6290,Femenino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Mas25A,1
12425,12425,Masculino,UnionLibre,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0
10653,10653,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1
14742,14742,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0
11149,11149,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,1
2935,2935,Femenino,Soltero,Licenciatura,porObraoProyecto,confianza,diurno,SI,10A14A,1
12121,12121,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
8452,8452,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
10505,10505,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
8136,8136,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,1
17116,17116,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
16717,16717,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3353,3353,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
19695,19695,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
5864,5864,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
8968,8968,Masculino,Soltero,Licenciatura,tiempodeterminado,sindicalizado,nocturno,SI,Menos6M,1
19046,19046,Masculino,Casado,TecnicoSuperior,otro,sindicalizado,mixto,SI,20A24A,1
7721,7721,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1
640,640,Femenino,Casado,Secundaria,porObraoProyecto,sindicalizado,diurno,NO,1A4A,1
3268,3268,Masculino,Casado,Licenciatura,otro,confianza,diurno,NO,Mas25A,1
12274,12274,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
18731,18731,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
11068,11068,Masculino,UnionLibre,Preparatoria,otro,confianza,diurno,NO,1A4A,0
17647,17647,Femenino,Soltero,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
19369,19369,Masculino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,1
7628,7628,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,SI,6M1A,0
4577,4577,Femenino,Soltero,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
17355,17355,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3488,3488,Femenino,Casado,Maestria,tiempoindeterminado,confianza,diurno,SI,10A14A,1
6373,6373,Femenino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
19740,19740,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
16858,16858,Masculino,UnionLibre,Secundaria,tiempoindeterminado,confianza,mixto,SI,5A9A,1
11020,11020,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
10812,10812,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
6105,6105,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,mixto,NO,1A4A,0
2605,2605,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
4547,4547,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,mixto,SI,10A14A,0
5635,5635,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
10584,10584,Femenino,Soltero,Bachillerato,otro,confianza,mixto,NO,1A4A,1
7486,7486,Masculino,Soltero,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
10193,10193,Masculino,UnionLibre,Secundaria,tiempoindeterminado,confianza,mixto,SI,6M1A,1
13589,13589,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1
11655,11655,Femenino,Soltero,Bachillerato,otro,ninguno,diurno,SI,5A9A,1
11508,11508,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
341,341,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
11685,11685,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,SI,6M1A,1
7781,7781,Masculino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1
19288,19288,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
4930,4930,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,20A24A,1
12110,12110,Femenino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,5A9A,1
346,346,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
16450,16450,Masculino,Divorciado,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
13590,13590,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,SI,5A9A,1
34,34,Femenino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3070,3070,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
17612,17612,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,1
17248,17248,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
18786,18786,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
5412,5412,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,mixto,SI,6M1A,1
8735,8735,Masculino,Soltero,Bachillerato,tiempodeterminado,ninguno,diurno,SI,Menos6M,1
17869,17869,Masculino,Casado,Licenciatura,tiempodeterminado,ninguno,diurno,NO,5A9A,1
10352,10352,Femenino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
17956,17956,Masculino,Soltero,Preparatoria,tiempodeterminado,sindicalizado,mixto,SI,1A4A,1
6832,6832,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
8478,8478,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
16894,16894,Femenino,Divorciado,Primaria,tiempoindeterminado,ninguno,diurno,NO,20A24A,1
1788,1788,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
10071,10071,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,Menos6M,1
2579,2579,Masculino,UnionLibre,Secundaria,tiempoindeterminado,confianza,diurno,SI,5A9A,1
17590,17590,Masculino,Casado,Secundaria,otro,sindicalizado,mixto,NO,10A14A,1
6887,6887,Masculino,Soltero,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0
1474,1474,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
438,438,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,1
17542,17542,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1
12797,12797,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1
17997,17997,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
16070,16070,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
16548,16548,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
10811,10811,Femenino,Casado,Maestria,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
19889,19889,Femenino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,1
15461,15461,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3571,3571,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,15A19A,1
9864,9864,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
15569,15569,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
10510,10510,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,1
7590,7590,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
6119,6119,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
11359,11359,Femenino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1
803,803,Femenino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
1719,1719,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,20A24A,1
5449,5449,Femenino,Soltero,Secundaria,tiempoindeterminado,sindicalizado,nocturno,NO,6M1A,1
13474,13474,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,6M1A,1
6259,6259,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
6844,6844,Masculino,Casado,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
9060,9060,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,6M1A,1
20411,20411,Masculino,Casado,Secundaria,honorarios,sindicalizado,diurno,SI,5A9A,1
4178,4178,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
9893,9893,Femenino,Soltero,Maestria,tiempoindeterminado,ninguno,diurno,SI,5A9A,0
3634,3634,Masculino,Casado,Licenciatura,otro,ninguno,diurno,NO,15A19A,1
11505,11505,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,1
2270,2270,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,10A14A,0
20256,20256,Femenino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,mixto,SI,1A4A,0
2127,2127,Masculino,Soltero,Preparatoria,porObraoProyecto,sindicalizado,diurno,NO,6M1A,0
6425,6425,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,0
9814,9814,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,15A19A,1
19455,19455,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
4258,4258,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,nocturno,NO,Menos6M,1
18053,18053,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
8723,8723,Femenino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,10A14A,1
2752,2752,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,mixto,NO,15A19A,1
1114,1114,Femenino,Soltero,Licenciatura,porObraoProyecto,ninguno,diurno,NO,6M1A,1
1504,1504,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
4404,4404,Masculino,Casado,Primaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,0
11697,11697,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
18379,18379,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
19078,19078,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
6956,6956,Femenino,Casado,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,1
14790,14790,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
11924,11924,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
2554,2554,Femenino,Viudo,SinFormacion,tiempoindeterminado,confianza,diurno,SI,1A4A,1
13373,13373,Femenino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,Menos6M,0
8781,8781,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
16772,16772,Femenino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,0
16930,16930,Masculino,Soltero,Licenciatura,porObraoProyecto,ninguno,diurno,NO,6M1A,1
11540,11540,Masculino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,10A14A,1
17596,17596,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,15A19A,1
10479,10479,Masculino,Casado,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,5A9A,1
3498,3498,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
7725,7725,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,0
10687,10687,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,1
8622,8622,Masculino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
9117,9117,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
1624,1624,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,1
16257,16257,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
13852,13852,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,0
11775,11775,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
7431,7431,Femenino,Casado,Maestria,porObraoProyecto,confianza,diurno,NO,1A4A,0
11941,11941,Masculino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
7606,7606,Femenino,Casado,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
11615,11615,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
8361,8361,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,1A4A,1
8657,8657,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
13375,13375,Masculino,Casado,Preparatoria,porObraoProyecto,ninguno,diurno,NO,Menos6M,1
21021,21021,Femenino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
17673,17673,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1
971,971,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
12741,12741,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
19294,19294,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,1
15128,15128,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
538,538,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
7014,7014,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
11868,11868,Masculino,Soltero,Primaria,tiempodeterminado,confianza,diurno,NO,1A4A,1
1512,1512,Femenino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
10644,10644,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
20753,20753,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
9394,9394,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
7625,7625,Masculino,Casado,Primaria,tiempoindeterminado,ninguno,diurno,NO,20A24A,1
16089,16089,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
12973,12973,Masculino,UnionLibre,Secundaria,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
812,812,Masculino,Soltero,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
11346,11346,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,0
3302,3302,Masculino,UnionLibre,Licenciatura,otro,ninguno,diurno,NO,1A4A,1
19825,19825,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
15339,15339,Femenino,Soltero,Preparatoria,porObraoProyecto,ninguno,mixto,NO,Menos6M,1
5305,5305,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,mixto,SI,15A19A,1
11067,11067,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
3376,3376,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
3468,3468,Femenino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
13454,13454,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
12376,12376,Femenino,Soltero,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
19630,19630,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,1
20709,20709,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
16705,16705,Masculino,Casado,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,1A4A,1
12620,12620,Masculino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
15497,15497,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
11854,11854,Masculino,Soltero,Licenciatura,porObraoProyecto,confianza,diurno,SI,1A4A,1
290,290,Femenino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,0
14412,14412,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,nocturno,NO,5A9A,1
1087,1087,Femenino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
14714,14714,Femenino,Divorciado,Maestria,porObraoProyecto,ninguno,diurno,NO,6M1A,1
8922,8922,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,ninguno,nocturno,NO,1A4A,1
11947,11947,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
15102,15102,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
13449,13449,Masculino,Divorciado,Bachillerato,porObraoProyecto,ninguno,mixto,SI,5A9A,1
4325,4325,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
13925,13925,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,NO,5A9A,1
18974,18974,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
21011,21011,Femenino,Soltero,Preparatoria,tiempodeterminado,confianza,diurno,NO,Menos6M,0
12952,12952,Femenino,Soltero,SinFormacion,porObraoProyecto,confianza,diurno,SI,1A4A,1
7222,7222,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
16108,16108,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
10968,10968,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,15A19A,1
12052,12052,Masculino,Divorciado,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,1
4442,4442,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
5259,5259,Masculino,Soltero,Secundaria,tiempoindeterminado,confianza,mixto,SI,Menos6M,1
14126,14126,Femenino,Divorciado,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
3585,3585,Femenino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
8892,8892,Masculino,Soltero,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,1
3702,3702,Femenino,Soltero,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
16178,16178,Femenino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
15047,15047,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1
5477,5477,Femenino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
1862,1862,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
3274,3274,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
2998,2998,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0
4744,4744,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
17265,17265,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
484,484,Femenino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,SI,6M1A,1
8882,8882,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,mixto,NO,6M1A,1
6662,6662,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,nocturno,SI,6M1A,1
9185,9185,Femenino,Soltero,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
9229,9229,Femenino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
4504,4504,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
3576,3576,Femenino,Soltero,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,Mas25A,1
18064,18064,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,1
4003,4003,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
15657,15657,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3508,3508,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
13880,13880,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
14150,14150,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,0
19333,19333,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,0
8709,8709,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
4978,4978,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
20763,20763,Femenino,Soltero,Secundaria,otro,confianza,diurno,NO,5A9A,1
4475,4475,Femenino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1
20533,20533,Femenino,UnionLibre,Bachillerato,tiempodeterminado,confianza,mixto,SI,Menos6M,1
2112,2112,Femenino,Casado,SinFormacion,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
1981,1981,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
11629,11629,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
423,423,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,0
