,Unnamed: 0,Genero,EstadoCivil,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num
7621,7621,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,6M1A,1
5186,5186,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,0
1957,1957,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
19570,19570,Femenino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1
11008,11008,Femenino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
5460,5460,Femenino,Soltero,Bachillerato,porObraoProyecto,ninguno,diurno,NO,6M1A,1
487,487,Femenino,Soltero,TecnicoSuperior,otro,ninguno,diurno,NO,10A14A,1
19998,19998,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,mixto,SI,Menos6M,1
7858,7858,Masculino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
17201,17201,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0
19313,19313,Masculino,UnionLibre,Secundaria,tiempoindeterminado,ninguno,mixto,SI,20A24A,1
13903,13903,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
14887,14887,Femenino,Soltero,Secundaria,tiempodeterminado,ninguno,mixto,SI,6M1A,1
11717,11717,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12151,12151,Masculino,Soltero,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
3184,3184,Masculino,Casado,Maestria,tiempodeterminado,ninguno,diurno,NO,Menos6M,1
13254,13254,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,0
4982,4982,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
6545,6545,Masculino,Casado,Secundaria,otro,sindicalizado,diurno,SI,Menos6M,1
14266,14266,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
15354,15354,Masculino,Divorciado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,1
11710,11710,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
2783,2783,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Mas25A,1
13961,13961,Masculino,Soltero,Secundaria,porObraoProyecto,ninguno,diurno,NO,6M1A,1
15256,15256,Femenino,Viudo,Secundaria,porObraoProyecto,ninguno,diurno,NO,Menos6M,1
20867,20867,Femenino,Casado,Primaria,tiempoindeterminado,confianza,mixto,SI,6M1A,1
6075,6075,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
18691,18691,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,1
19507,19507,Masculino,Divorciado,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,15A19A,1
19469,19469,Femenino,UnionLibre,Secundaria,tiempodeterminado,ninguno,nocturno,NO,6M1A,1
4720,4720,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,Menos6M,1
7425,7425,Masculino,UnionLibre,Secundaria,otro,ninguno,diurno,NO,1A4A,0
9014,9014,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1
1020,1020,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,1
9594,9594,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,nocturno,NO,Menos6M,0
6084,6084,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,SI,5A9A,1
11937,11937,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
13501,13501,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1
17325,17325,Masculino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
17115,17115,Femenino,Soltero,Licenciatura,porObraoProyecto,confianza,mixto,NO,6M1A,0
3073,3073,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
16597,16597,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
14104,14104,Femenino,Casado,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
7571,7571,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,0
9880,9880,Masculino,Soltero,SinFormacion,otro,ninguno,diurno,SI,1A4A,0
10924,10924,Masculino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
9376,9376,Masculino,Casado,Maestria,tiempoindeterminado,confianza,mixto,SI,15A19A,1
2740,2740,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0
8057,8057,Femenino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,1
3894,3894,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
5140,5140,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
16735,16735,Femenino,Soltero,Licenciatura,porObraoProyecto,confianza,mixto,NO,1A4A,0
6977,6977,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,mixto,NO,6M1A,1
2736,2736,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3511,3511,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Mas25A,1
11724,11724,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
13053,13053,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
134,134,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,1
13266,13266,Masculino,UnionLibre,Secundaria,tiempoindeterminado,ninguno,diurno,SI,6M1A,0
10228,10228,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,mixto,SI,1A4A,1
6670,6670,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
7782,7782,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,1
13536,13536,Masculino,Casado,Licenciatura,porObraoProyecto,ninguno,diurno,NO,6M1A,1
19591,19591,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12105,12105,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0
13941,13941,Masculino,Casado,Secundaria,porObraoProyecto,ninguno,diurno,NO,1A4A,1
8766,8766,Masculino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
17352,17352,Masculino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,SI,1A4A,1
19804,19804,Masculino,Soltero,TecnicoSuperior,tiempodeterminado,ninguno,diurno,NO,1A4A,1
20316,20316,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
20876,20876,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,mixto,SI,20A24A,1
7724,7724,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1
7121,7121,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,1
13759,13759,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,nocturno,SI,1A4A,0
9334,9334,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,nocturno,SI,1A4A,1
7289,7289,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1
10761,10761,Masculino,Casado,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,1
9214,9214,Masculino,Divorciado,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,1
20160,20160,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
1579,1579,Femenino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,0
19298,19298,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,0
2968,2968,Masculino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
11761,11761,Femenino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
7885,7885,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,mixto,SI,10A14A,1
3256,3256,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
7779,7779,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
485,485,Femenino,Soltero,Licenciatura,otro,confianza,diurno,NO,1A4A,1
14606,14606,Femenino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,1
967,967,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
4884,4884,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1
8030,8030,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,nocturno,SI,1A4A,1
10543,10543,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,nocturno,NO,10A14A,1
7071,7071,Femenino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,10A14A,1
18635,18635,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,Mas25A,1
6356,6356,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
6647,6647,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
1947,1947,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
7615,7615,Femenino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,0
9022,9022,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
2225,2225,Femenino,Soltero,Licenciatura,porObraoProyecto,sindicalizado,diurno,SI,6M1A,1
4731,4731,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
4772,4772,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
18415,18415,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,15A19A,1
18304,18304,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
14281,14281,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,SI,1A4A,1
2136,2136,Masculino,Casado,Licenciatura,otro,confianza,diurno,NO,1A4A,0
14706,14706,Femenino,Casado,Secundaria,porObraoProyecto,ninguno,diurno,NO,Menos6M,0
7702,7702,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Mas25A,0
16534,16534,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
17410,17410,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,15A19A,0
12919,12919,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,Menos6M,1
13744,13744,Femenino,Soltero,Primaria,tiempodeterminado,sindicalizado,nocturno,NO,Menos6M,1
6707,6707,Masculino,Casado,Preparatoria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
20474,20474,Femenino,Casado,Preparatoria,tiempodeterminado,confianza,mixto,SI,Menos6M,1
14507,14507,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
10175,10175,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0
7786,7786,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
16613,16613,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
20631,20631,Masculino,Soltero,Secundaria,tiempodeterminado,confianza,mixto,SI,6M1A,0
12490,12490,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1
6586,6586,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1
3204,3204,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
2549,2549,Femenino,Soltero,Secundaria,tiempoindeterminado,confianza,diurno,SI,Menos6M,1
11499,11499,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
18554,18554,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,Mas25A,1
16525,16525,Masculino,UnionLibre,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
13176,13176,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,1
18131,18131,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
10431,10431,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
6871,6871,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1
9440,9440,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1
20930,20930,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
20329,20329,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
14850,14850,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
10671,10671,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
18536,18536,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,1
5107,5107,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
6422,6422,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
16647,16647,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,ninguno,mixto,SI,6M1A,1
10428,10428,Femenino,Casado,Maestria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
2904,2904,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
12384,12384,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,0
13039,13039,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1
17333,17333,Femenino,Soltero,Maestria,porObraoProyecto,confianza,diurno,NO,6M1A,0
4843,4843,Femenino,Casado,Licenciatura,porObraoProyecto,ninguno,diurno,NO,6M1A,0
601,601,Femenino,Casado,Licenciatura,porObraoProyecto,confianza,diurno,NO,Menos6M,1
7646,7646,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,15A19A,1
3947,3947,Femenino,Soltero,Licenciatura,tiempodeterminado,confianza,diurno,NO,6M1A,0
20822,20822,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
4265,4265,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
20388,20388,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,0
6148,6148,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1
14381,14381,Femenino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,15A19A,1
2167,2167,Femenino,Soltero,Secundaria,tiempodeterminado,confianza,diurno,NO,Menos6M,0
4896,4896,Femenino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1
18291,18291,Femenino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
6682,6682,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
20857,20857,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,mixto,SI,10A14A,1
9584,9584,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
18814,18814,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,10A14A,1
15024,15024,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,10A14A,1
13408,13408,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0
6335,6335,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,20A24A,1
20982,20982,Masculino,Divorciado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,1
16368,16368,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
8318,8318,Masculino,Viudo,Preparatoria,tiempoindeterminado,sindicalizado,mixto,NO,15A19A,1
2624,2624,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,1
4044,4044,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
18349,18349,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
2545,2545,Femenino,Viudo,Bachillerato,honorarios,confianza,diurno,SI,Menos6M,1
15304,15304,Femenino,Soltero,Primaria,porObraoProyecto,ninguno,mixto,NO,6M1A,1
5621,5621,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
16664,16664,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
741,741,Masculino,Soltero,TecnicoSuperior,tiempodeterminado,confianza,mixto,SI,6M1A,1
411,411,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
10056,10056,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,SI,10A14A,0
17616,17616,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
7409,7409,Masculino,Casado,Secundaria,tiempodeterminado,ninguno,diurno,NO,1A4A,1
13818,13818,Masculino,UnionLibre,Secundaria,tiempoindeterminado,confianza,diurno,SI,Menos6M,1
14765,14765,Masculino,Soltero,Licenciatura,porObraoProyecto,confianza,diurno,NO,6M1A,0
17920,17920,Masculino,Casado,Licenciatura,tiempodeterminado,sindicalizado,mixto,NO,1A4A,1
8649,8649,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
2497,2497,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
15843,15843,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
10903,10903,Femenino,Soltero,Licenciatura,porObraoProyecto,ninguno,diurno,NO,Menos6M,0
4074,4074,Masculino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
6243,6243,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
9725,9725,Femenino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
12974,12974,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,20A24A,1
13240,13240,Masculino,Divorciado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,1
2760,2760,Femenino,Divorciado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
2075,2075,Femenino,Soltero,SinFormacion,porObraoProyecto,confianza,diurno,SI,5A9A,1
12536,12536,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,SI,6M1A,1
6068,6068,Masculino,Soltero,Secundaria,tiempodeterminado,ninguno,diurno,SI,Menos6M,1
18646,18646,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,1
6145,6145,Masculino,Divorciado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
15969,15969,Femenino,Viudo,Secundaria,tiempodeterminado,ninguno,diurno,NO,10A14A,1
5129,5129,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,15A19A,1
3950,3950,Femenino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
3105,3105,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
14481,14481,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
5570,5570,Femenino,Divorciado,Preparatoria,tiempodeterminado,ninguno,diurno,NO,6M1A,1
3147,3147,Masculino,Soltero,Bachillerato,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
5662,5662,Femenino,Viudo,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
4189,4189,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
19396,19396,Femenino,Casado,Secundaria,otro,ninguno,nocturno,SI,Menos6M,1
286,286,Femenino,Soltero,Licenciatura,porObraoProyecto,sindicalizado,diurno,NO,1A4A,0
20585,20585,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1
1323,1323,Masculino,Casado,Bachillerato,honorarios,ninguno,diurno,NO,15A19A,1
12179,12179,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
14707,14707,Masculino,UnionLibre,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1
9575,9575,Masculino,UnionLibre,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,1
20336,20336,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
72,72,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
6866,6866,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
410,410,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
11820,11820,Masculino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
2078,2078,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,1
16239,16239,Femenino,Divorciado,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,0
2012,2012,Femenino,Soltero,Preparatoria,tiempoindeterminado,confianza,mixto,SI,6M1A,1
19840,19840,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1
6836,6836,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
19673,19673,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
8398,8398,Masculino,Soltero,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
15291,15291,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
2522,2522,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
12357,12357,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,1
5250,5250,Masculino,Soltero,Maestria,tiempodeterminado,confianza,diurno,NO,Menos6M,0
11352,11352,Masculino,Divorciado,Licenciatura,tiempodeterminado,confianza,diurno,NO,5A9A,1
13337,13337,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,10A14A,1
11225,11225,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
9985,9985,Femenino,Casado,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,1
16568,16568,Femenino,Casado,Preparatoria,tiempodeterminado,ninguno,mixto,SI,1A4A,1
18768,18768,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
8573,8573,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,6M1A,1
6602,6602,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1
14013,14013,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
17363,17363,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
12657,12657,Masculino,Divorciado,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,10A14A,0
7365,7365,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0
16657,16657,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
5286,5286,Masculino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3461,3461,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
5071,5071,Femenino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,SI,6M1A,1
7791,7791,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
18228,18228,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
3821,3821,Masculino,Soltero,Secundaria,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,1
7240,7240,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,1
18221,18221,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
2298,2298,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
3168,3168,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
6916,6916,Masculino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,5A9A,1
8966,8966,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,nocturno,SI,1A4A,1
9086,9086,Masculino,Casado,SinFormacion,tiempoindeterminado,sindicalizado,nocturno,SI,1A4A,1
4345,4345,Femenino,Casado,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
8815,8815,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,1
20569,20569,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,0
17636,17636,Masculino,Casado,Bachillerato,otro,ninguno,mixto,SI,1A4A,1
10611,10611,Masculino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,10A14A,1
6628,6628,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1
17601,17601,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,1
10581,10581,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
1071,1071,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
15191,15191,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
4291,4291,Femenino,Soltero,Secundaria,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,1
20314,20314,Femenino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,mixto,NO,6M1A,1
19775,19775,Masculino,Soltero,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
15173,15173,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,SI,10A14A,1
2830,2830,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Mas25A,1
