,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Resultado,Categoria,Categoria_Num
16509,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,92.0,Muy Alto,1
16510,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,1A4A,57.0,Medio,1
16511,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,mixto,SI,10A14A,141.0,Muy Alto,1
16512,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,138.0,Muy Alto,1
16513,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,154.0,Muy Alto,1
16514,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,10.0,Nulo,0
16515,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,131.0,Muy Alto,1
16516,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,56.0,Medio,1
16517,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,92.0,Muy Alto,1
16518,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,91.0,Muy Alto,1
16519,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,27.0,Bajo,0
16520,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,103.0,Muy Alto,1
16521,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,119.0,Muy Alto,1
16522,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,86.0,Alto,1
16523,Femenino,Licenciatura,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,135.0,Muy Alto,1
16524,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,143.0,Muy Alto,1
16525,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,137.0,Muy Alto,1
16526,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,125.0,Muy Alto,1
16527,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,144.0,Muy Alto,1
16528,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,126.0,Muy Alto,1
16529,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,62.0,Medio,1
16530,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,137.0,Muy Alto,1
16531,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,56.0,Medio,1
16532,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0,Medio,1
16533,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,60.0,Medio,1
16534,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,91.0,Muy Alto,1
16535,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,121.0,Muy Alto,1
16536,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,63.0,Medio,1
16537,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,105.0,Muy Alto,1
16538,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,69.0,Medio,1
16539,Masculino,Doctorado,tiempoindeterminado,ninguno,diurno,NO,1A4A,53.0,Medio,1
16540,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,96.0,Muy Alto,1
16541,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,5A9A,118.0,Muy Alto,1
16542,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,79.0,Alto,1
16543,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,208.0,Muy Alto,1
16544,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,149.0,Muy Alto,1
16545,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,63.0,Medio,1
16546,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,157.0,Muy Alto,1
16547,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,166.0,Muy Alto,1
16548,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,14.0,Nulo,0
16549,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,62.0,Medio,1
16550,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,101.0,Muy Alto,1
16551,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,115.0,Muy Alto,1
16552,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,42.0,Bajo,0
16553,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0,Medio,1
16554,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,129.0,Muy Alto,1
16555,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,5.0,Nulo,0
16556,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,60.0,Medio,1
16557,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,37.0,Bajo,0
16558,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,9.0,Nulo,0
16559,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,59.0,Medio,1
16560,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,107.0,Muy Alto,1
16561,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,58.0,Medio,1
16562,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,53.0,Medio,1
16563,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,53.0,Medio,1
16564,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,64.0,Medio,1
16565,Masculino,Licenciatura,porObraoProyecto,ninguno,mixto,SI,1A4A,96.0,Muy Alto,1
16566,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,121.0,Muy Alto,1
16567,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,85.0,Alto,1
16568,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,98.0,Muy Alto,1
16569,Femenino,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,32.0,Bajo,0
16570,Masculino,Bachillerato,tiempodeterminado,ninguno,mixto,SI,5A9A,139.0,Muy Alto,1
16571,Femenino,Primaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,154.0,Muy Alto,1
16572,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,162.0,Muy Alto,1
16573,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,119.0,Muy Alto,1
16574,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,57.0,Medio,1
16575,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,37.0,Bajo,0
16576,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,194.0,Muy Alto,1
16577,Masculino,Licenciatura,tiempoindeterminado,confianza,nocturno,NO,1A4A,113.0,Muy Alto,1
16578,Masculino,Bachillerato,tiempodeterminado,ninguno,mixto,SI,Menos6M,51.0,Medio,1
16579,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,132.0,Muy Alto,1
16580,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,63.0,Medio,1
16581,Masculino,Bachillerato,tiempodeterminado,ninguno,mixto,SI,6M1A,73.0,Alto,1
16582,Femenino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,5A9A,96.0,Muy Alto,1
16583,Masculino,Licenciatura,tiempodeterminado,ninguno,mixto,SI,1A4A,115.0,Muy Alto,1
16584,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,121.0,Muy Alto,1
16585,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,72.0,Alto,1
16586,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,Menos6M,102.0,Muy Alto,1
16587,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,81.0,Alto,1
16588,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,37.0,Bajo,0
16589,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,146.0,Muy Alto,1
16590,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,173.0,Muy Alto,1
16591,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,65.0,Medio,1
16592,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,mixto,SI,1A4A,98.0,Muy Alto,1
16593,Femenino,Preparatoria,tiempodeterminado,ninguno,mixto,SI,1A4A,89.0,Alto,1
16594,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0,Bajo,0
16595,Masculino,Preparatoria,tiempodeterminado,ninguno,mixto,SI,Menos6M,140.0,Muy Alto,1
16596,Masculino,Secundaria,tiempodeterminado,ninguno,nocturno,SI,1A4A,102.0,Muy Alto,1
16597,Masculino,Preparatoria,tiempoindeterminado,ninguno,nocturno,NO,6M1A,34.0,Bajo,0
16598,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,NO,1A4A,43.0,Bajo,0
16599,Masculino,Bachillerato,tiempodeterminado,ninguno,mixto,SI,1A4A,121.0,Muy Alto,1
16600,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,Menos6M,152.0,Muy Alto,1
16601,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,1A4A,154.0,Muy Alto,1
16602,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,6M1A,132.0,Muy Alto,1
16603,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,NO,6M1A,99.0,Muy Alto,1
16604,Masculino,Secundaria,tiempoindeterminado,ninguno,nocturno,NO,1A4A,115.0,Muy Alto,1
16605,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Mas25A,74.0,Alto,1
16606,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,35.0,Bajo,0
16607,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,103.0,Muy Alto,1
16608,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,64.0,Medio,1
16609,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,Menos6M,57.0,Medio,1
16610,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,Menos6M,69.0,Medio,1
16611,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,mixto,SI,Menos6M,46.0,Medio,1
16612,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,118.0,Muy Alto,1
16613,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,Menos6M,46.0,Medio,1
16614,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,51.0,Medio,1
16615,Masculino,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,1A4A,49.0,Medio,1
16616,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,62.0,Medio,1
16617,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,56.0,Medio,1
16618,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,51.0,Medio,1
16619,Femenino,Maestria,tiempoindeterminado,confianza,mixto,NO,1A4A,54.0,Medio,1
16620,Masculino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,6M1A,121.0,Muy Alto,1
16621,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,92.0,Muy Alto,1
16622,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,93.0,Muy Alto,1
16623,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,6M1A,26.0,Bajo,0
16624,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,53.0,Medio,1
16625,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,133.0,Muy Alto,1
16626,Masculino,Preparatoria,tiempodeterminado,ninguno,mixto,SI,6M1A,33.0,Bajo,0
16627,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,120.0,Muy Alto,1
16628,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,70.0,Alto,1
16629,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,54.0,Medio,1
16630,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,6M1A,59.0,Medio,1
16631,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,65.0,Medio,1
16632,Masculino,Preparatoria,otro,confianza,diurno,NO,Menos6M,101.0,Muy Alto,1
16633,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,74.0,Alto,1
16634,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,103.0,Muy Alto,1
16635,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,68.0,Medio,1
16636,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,mixto,SI,1A4A,60.0,Medio,1
16637,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,136.0,Muy Alto,1
16638,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,108.0,Muy Alto,1
16639,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,108.0,Muy Alto,1
16640,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,36.0,Bajo,0
16641,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,90.0,Muy Alto,1
16642,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,120.0,Muy Alto,1
16643,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,179.0,Muy Alto,1
16644,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,74.0,Alto,1
16645,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,112.0,Muy Alto,1
16646,Femenino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,76.0,Alto,1
16647,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,47.0,Medio,1
16648,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,60.0,Medio,1
16649,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,153.0,Muy Alto,1
16650,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Mas25A,84.0,Alto,1
16651,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,103.0,Muy Alto,1
16652,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,107.0,Muy Alto,1
16653,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,79.0,Alto,1
16654,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,103.0,Muy Alto,1
16655,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0,Bajo,0
16656,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,114.0,Muy Alto,1
16657,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,53.0,Medio,1
16658,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,93.0,Muy Alto,1
16659,Masculino,Maestria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,70.0,Alto,1
16660,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,mixto,SI,1A4A,53.0,Medio,1
16661,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,5A9A,107.0,Muy Alto,1
16662,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,93.0,Muy Alto,1
16663,Masculino,Secundaria,tiempodeterminado,ninguno,mixto,SI,5A9A,81.0,Alto,1
16664,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,114.0,Muy Alto,1
16665,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,99.0,Muy Alto,1
16666,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,125.0,Muy Alto,1
16667,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,47.0,Medio,1
16668,Femenino,Preparatoria,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,139.0,Muy Alto,1
16669,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,89.0,Alto,1
16670,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,75.0,Alto,1
16671,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,46.0,Medio,1
16672,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,mixto,SI,6M1A,46.0,Medio,1
16673,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,99.0,Muy Alto,1
16674,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,72.0,Alto,1
16675,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,76.0,Alto,1
16676,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,66.0,Medio,1
16677,Masculino,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,10A14A,86.0,Alto,1
16678,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,123.0,Muy Alto,1
16679,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,106.0,Muy Alto,1
16680,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,49.0,Medio,1
16681,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,95.0,Muy Alto,1
16682,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,43.0,Bajo,0
16683,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,32.0,Bajo,0
16684,Femenino,Bachillerato,tiempodeterminado,confianza,diurno,NO,Menos6M,84.0,Alto,1
16685,Masculino,Maestria,tiempoindeterminado,confianza,nocturno,NO,6M1A,89.0,Alto,1
16686,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,156.0,Muy Alto,1
16687,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0,Bajo,0
16688,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,89.0,Alto,1
16689,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,63.0,Medio,1
16690,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,101.0,Muy Alto,1
16691,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,151.0,Muy Alto,1
16692,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,87.0,Alto,1
16693,Femenino,Maestria,tiempoindeterminado,ninguno,diurno,NO,1A4A,96.0,Muy Alto,1
16694,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,161.0,Muy Alto,1
16695,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,6M1A,81.0,Alto,1
16696,Femenino,Preparatoria,otro,confianza,diurno,NO,10A14A,18.0,Nulo,0
16697,Masculino,Maestria,tiempoindeterminado,confianza,mixto,NO,20A24A,92.0,Muy Alto,1
16698,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,15A19A,24.0,Bajo,0
16699,Masculino,Bachillerato,tiempoindeterminado,ninguno,mixto,NO,6M1A,107.0,Muy Alto,1
16700,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,48.0,Medio,1
16701,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,49.0,Medio,1
16702,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,162.0,Muy Alto,1
16703,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,129.0,Muy Alto,1
16704,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,167.0,Muy Alto,1
16705,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,159.0,Muy Alto,1
16706,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,57.0,Medio,1
16707,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,141.0,Muy Alto,1
16708,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,nocturno,NO,10A14A,144.0,Muy Alto,1
16709,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,96.0,Muy Alto,1
16710,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,66.0,Medio,1
16711,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,31.0,Bajo,0
16712,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,66.0,Medio,1
16713,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,73.0,Alto,1
16714,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,76.0,Alto,1
16715,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,133.0,Muy Alto,1
16716,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,41.0,Bajo,0
16717,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,138.0,Muy Alto,1
16718,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,127.0,Muy Alto,1
16719,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,57.0,Medio,1
16720,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,127.0,Muy Alto,1
16721,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,138.0,Muy Alto,1
16722,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,46.0,Medio,1
16723,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,121.0,Muy Alto,1
16724,Femenino,Preparatoria,tiempodeterminado,confianza,diurno,NO,10A14A,125.0,Muy Alto,1
16725,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,112.0,Muy Alto,1
16726,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,10A14A,132.0,Muy Alto,1
16727,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,SI,1A4A,134.0,Muy Alto,1
16728,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,141.0,Muy Alto,1
16729,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,144.0,Muy Alto,1
16730,Masculino,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,1A4A,105.0,Muy Alto,1
16731,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,50.0,Medio,1
16732,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0,Alto,1
16733,Femenino,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,Menos6M,51.0,Medio,1
16734,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,43.0,Bajo,0
16735,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,24.0,Bajo,0
16736,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,6M1A,34.0,Bajo,0
16737,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,53.0,Medio,1
16738,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,37.0,Bajo,0
16739,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,59.0,Medio,1
16740,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,138.0,Muy Alto,1
16741,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,43.0,Bajo,0
16742,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,42.0,Bajo,0
16743,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,76.0,Alto,1
16744,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,60.0,Medio,1
16745,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,26.0,Bajo,0
16746,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,71.0,Alto,1
16747,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,157.0,Muy Alto,1
16748,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,113.0,Muy Alto,1
16749,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,103.0,Muy Alto,1
16750,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,54.0,Medio,1
16751,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,103.0,Muy Alto,1
16752,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,63.0,Medio,1
16753,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,Mas25A,88.0,Alto,1
16754,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,74.0,Alto,1
16755,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,42.0,Bajo,0
16756,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,82.0,Alto,1
16757,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,132.0,Muy Alto,1
16758,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,120.0,Muy Alto,1
16759,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,196.0,Muy Alto,1
16760,Femenino,Licenciatura,porObraoProyecto,confianza,mixto,NO,1A4A,86.0,Alto,1
16761,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,79.0,Alto,1
16762,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,10A14A,74.0,Alto,1
16763,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,154.0,Muy Alto,1
16764,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,157.0,Muy Alto,1
16765,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,92.0,Muy Alto,1
16766,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,Menos6M,69.0,Medio,1
16767,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,102.0,Muy Alto,1
16768,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,50.0,Medio,1
16769,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,NO,5A9A,138.0,Muy Alto,1
