,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Resultado,Categoria,Categoria_Num
2107,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,0.0,Nulo,0
2108,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,10A14A,0.0,Nulo,0
2109,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0.0,Nulo,0
2110,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,6M1A,0.0,Nulo,0
2111,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,0.0,Nulo,0
2112,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,0.0,Nulo,0
2113,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,0.0,Nulo,0
2114,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,0.0,Nulo,0
2115,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,138.0,Muy Alto,1
2116,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,136.0,Muy Alto,1
2117,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,87.0,Alto,1
2118,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,95.0,Muy Alto,1
2119,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,93.0,Muy Alto,1
2120,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,5A9A,62.0,Medio,1
2121,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,71.0,Alto,1
2122,Masculino,Primaria,tiempoindeterminado,ninguno,diurno,NO,15A19A,40.0,Bajo,0
2123,Masculino,Licenciatura,otro,confianza,diurno,NO,6M1A,58.0,Medio,1
2124,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,43.0,Bajo,0
2125,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,54.0,Medio,1
2126,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,105.0,Muy Alto,1
2127,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,138.0,Muy Alto,1
2128,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,113.0,Muy Alto,1
2129,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,106.0,Muy Alto,1
2130,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,Menos6M,68.0,Medio,1
2131,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,41.0,Bajo,0
2132,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0,Medio,1
2133,Femenino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,84.0,Alto,1
2134,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,6M1A,76.0,Alto,1
2135,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,59.0,Medio,1
2136,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,45.0,Medio,1
2137,Femenino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,31.0,Bajo,0
2138,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,Menos6M,16.0,Nulo,0
2139,Femenino,Licenciatura,honorarios,confianza,diurno,NO,10A14A,34.0,Bajo,0
2140,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,28.0,Bajo,0
2141,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,1A4A,88.0,Alto,1
2142,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,110.0,Muy Alto,1
2143,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,37.0,Bajo,0
2144,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,36.0,Bajo,0
2145,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,10A14A,75.0,Alto,1
2146,Masculino,Licenciatura,tiempodeterminado,ninguno,mixto,NO,Menos6M,59.0,Medio,1
2147,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,108.0,Muy Alto,1
2148,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,28.0,Bajo,0
2149,Masculino,Secundaria,tiempoindeterminado,confianza,mixto,SI,1A4A,128.0,Muy Alto,1
2150,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,10A14A,77.0,Alto,1
2151,Femenino,Preparatoria,honorarios,sindicalizado,diurno,SI,10A14A,68.0,Medio,1
2152,Masculino,Preparatoria,porObraoProyecto,sindicalizado,diurno,NO,6M1A,34.0,Bajo,0
2153,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,65.0,Medio,1
2154,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,41.0,Bajo,0
2155,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,50.0,Medio,1
2156,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,54.0,Medio,1
2157,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,10A14A,68.0,Medio,1
2158,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,10A14A,47.0,Medio,1
2159,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,33.0,Bajo,0
2160,Masculino,Secundaria,otro,sindicalizado,diurno,SI,6M1A,76.0,Alto,1
2161,Masculino,Licenciatura,otro,confianza,diurno,NO,1A4A,34.0,Bajo,0
2162,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,77.0,Alto,1
2163,Masculino,Primaria,tiempoindeterminado,ninguno,diurno,NO,10A14A,109.0,Muy Alto,1
2164,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,6M1A,37.0,Bajo,0
2165,Femenino,Licenciatura,otro,ninguno,diurno,NO,Menos6M,43.0,Bajo,0
2166,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,171.0,Muy Alto,1
2167,Femenino,Preparatoria,porObraoProyecto,confianza,diurno,NO,5A9A,49.0,Medio,1
2168,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,62.0,Medio,1
2169,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,SI,1A4A,103.0,Muy Alto,1
2170,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,120.0,Muy Alto,1
2171,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,6M1A,52.0,Medio,1
2172,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,70.0,Alto,1
2173,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,33.0,Bajo,0
2174,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,73.0,Alto,1
2175,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,21.0,Bajo,0
2176,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,52.0,Medio,1
2177,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,38.0,Bajo,0
2178,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,35.0,Bajo,0
2179,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,66.0,Medio,1
2180,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,90.0,Muy Alto,1
2181,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Mas25A,59.0,Medio,1
2182,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,54.0,Medio,1
2183,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,92.0,Muy Alto,1
2184,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,46.0,Medio,1
2185,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,37.0,Bajo,0
2186,Femenino,Bachillerato,porObraoProyecto,ninguno,diurno,NO,Menos6M,73.0,Alto,1
2187,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,26.0,Bajo,0
2188,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,6M1A,100.0,Muy Alto,1
2189,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0,Medio,1
2190,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,72.0,Alto,1
2191,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,91.0,Muy Alto,1
2192,Femenino,Secundaria,tiempodeterminado,confianza,diurno,NO,Menos6M,58.0,Medio,1
2193,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,42.0,Bajo,0
2194,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,60.0,Medio,1
2195,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,56.0,Medio,1
2196,Femenino,Licenciatura,porObraoProyecto,confianza,diurno,NO,1A4A,52.0,Medio,1
2197,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,SI,10A14A,44.0,Bajo,0
2198,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,53.0,Medio,1
2199,Femenino,Licenciatura,otro,ninguno,diurno,NO,6M1A,50.0,Medio,1
2200,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,6M1A,60.0,Medio,1
2201,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,15A19A,24.0,Bajo,0
2202,Masculino,Bachillerato,otro,sindicalizado,diurno,NO,6M1A,61.0,Medio,1
2203,Masculino,Preparatoria,porObraoProyecto,confianza,diurno,NO,Menos6M,33.0,Bajo,0
2204,Femenino,SinFormacion,porObraoProyecto,confianza,diurno,NO,5A9A,45.0,Medio,1
2205,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,48.0,Medio,1
2206,Femenino,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,1A4A,39.0,Bajo,0
2207,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,52.0,Medio,1
2208,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,5A9A,84.0,Alto,1
2209,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,86.0,Alto,1
2210,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,31.0,Bajo,0
2211,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,41.0,Bajo,0
2212,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,38.0,Bajo,0
2213,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,103.0,Muy Alto,1
2214,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,32.0,Bajo,0
2215,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,70.0,Alto,1
2216,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,31.0,Bajo,0
2217,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,1A4A,60.0,Medio,1
2218,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,10A14A,103.0,Muy Alto,1
2219,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,1A4A,48.0,Medio,1
2220,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0,Bajo,0
2221,Masculino,Licenciatura,tiempodeterminado,sindicalizado,diurno,NO,6M1A,44.0,Bajo,0
2222,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,62.0,Medio,1
2223,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,48.0,Medio,1
2224,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,54.0,Medio,1
2225,Femenino,Preparatoria,tiempoindeterminado,confianza,mixto,NO,1A4A,137.0,Muy Alto,1
2226,Masculino,Bachillerato,porObraoProyecto,sindicalizado,diurno,SI,1A4A,119.0,Muy Alto,1
2227,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,97.0,Muy Alto,1
2228,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,92.0,Muy Alto,1
2229,Femenino,Preparatoria,otro,ninguno,diurno,NO,Menos6M,28.0,Bajo,0
2230,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,69.0,Medio,1
2231,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,73.0,Alto,1
2232,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,58.0,Medio,1
2233,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,87.0,Alto,1
2234,Masculino,TecnicoSuperior,porObraoProyecto,confianza,mixto,NO,15A19A,47.0,Medio,1
2235,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,49.0,Medio,1
2236,Femenino,Licenciatura,tiempoindeterminado,confianza,nocturno,NO,1A4A,121.0,Muy Alto,1
2237,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,129.0,Muy Alto,1
2238,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,59.0,Medio,1
2239,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,111.0,Muy Alto,1
2240,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,Menos6M,54.0,Medio,1
2241,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,57.0,Medio,1
2242,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Menos6M,17.0,Nulo,0
2243,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,mixto,NO,1A4A,43.0,Bajo,0
2244,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,95.0,Muy Alto,1
2245,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,SI,6M1A,38.0,Bajo,0
2246,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,NO,1A4A,96.0,Muy Alto,1
2247,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,119.0,Muy Alto,1
2248,Masculino,Licenciatura,otro,confianza,diurno,NO,Menos6M,57.0,Medio,1
2249,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,31.0,Bajo,0
2250,Femenino,Licenciatura,porObraoProyecto,sindicalizado,diurno,SI,6M1A,49.0,Medio,1
2251,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,61.0,Medio,1
2252,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,97.0,Muy Alto,1
2253,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,6M1A,39.0,Bajo,0
2254,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,37.0,Bajo,0
2255,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,54.0,Medio,1
2256,Femenino,Bachillerato,porObraoProyecto,ninguno,diurno,NO,6M1A,68.0,Medio,1
2257,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,15A19A,33.0,Bajo,0
2258,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,59.0,Medio,1
2259,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,61.0,Medio,1
2260,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,SI,6M1A,26.0,Bajo,0
2261,Femenino,Licenciatura,honorarios,confianza,diurno,NO,Menos6M,103.0,Muy Alto,1
2262,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,65.0,Medio,1
2263,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,58.0,Medio,1
2264,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,1A4A,70.0,Alto,1
2265,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,150.0,Muy Alto,1
2266,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,20A24A,27.0,Bajo,0
2267,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,47.0,Medio,1
2268,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,60.0,Medio,1
2269,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,36.0,Bajo,0
2270,Masculino,Maestria,porObraoProyecto,confianza,diurno,NO,10A14A,66.0,Medio,1
2271,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,20.0,Bajo,0
2272,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,61.0,Medio,1
2273,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,62.0,Medio,1
2274,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,6M1A,118.0,Muy Alto,1
2275,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,62.0,Medio,1
2276,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,77.0,Alto,1
2277,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,Menos6M,35.0,Bajo,0
2278,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,43.0,Bajo,0
2279,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,26.0,Bajo,0
2280,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,17.0,Nulo,0
2281,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,47.0,Medio,1
2282,Femenino,Doctorado,tiempoindeterminado,confianza,diurno,NO,1A4A,79.0,Alto,1
2283,Masculino,Maestria,tiempoindeterminado,confianza,diurno,SI,20A24A,42.0,Bajo,0
2284,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,79.0,Alto,1
2285,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,58.0,Medio,1
2286,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,139.0,Muy Alto,1
2287,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,76.0,Alto,1
2288,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,nocturno,NO,6M1A,69.0,Medio,1
2289,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,74.0,Alto,1
2290,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,49.0,Medio,1
2291,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,26.0,Bajo,0
2292,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,63.0,Medio,1
2293,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,27.0,Bajo,0
2294,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,38.0,Bajo,0
2295,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,10A14A,86.0,Alto,1
2296,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0,Alto,1
2297,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,86.0,Alto,1
2298,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,39.0,Bajo,0
2299,Femenino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,1A4A,27.0,Bajo,0
2300,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,27.0,Bajo,0
2301,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,82.0,Alto,1
2302,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,40.0,Bajo,0
2303,Masculino,Secundaria,tiempodeterminado,sindicalizado,nocturno,SI,Menos6M,43.0,Bajo,0
2304,Masculino,Maestria,honorarios,confianza,diurno,NO,1A4A,38.0,Bajo,0
2305,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,51.0,Medio,1
2306,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,37.0,Bajo,0
2307,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,51.0,Medio,1
2308,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0,Bajo,0
2309,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,117.0,Muy Alto,1
2310,Masculino,Licenciatura,honorarios,ninguno,nocturno,SI,1A4A,68.0,Medio,1
2311,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,10A14A,35.0,Bajo,0
2312,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,78.0,Alto,1
2313,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,19.0,Nulo,0
2314,Femenino,Bachillerato,otro,confianza,diurno,NO,6M1A,87.0,Alto,1
2315,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,72.0,Alto,1
2316,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,46.0,Medio,1
2317,Masculino,Bachillerato,otro,sindicalizado,diurno,NO,6M1A,38.0,Bajo,0
2318,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,47.0,Medio,1
2319,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,61.0,Medio,1
2320,Masculino,TecnicoSuperior,otro,ninguno,diurno,NO,6M1A,42.0,Bajo,0
2321,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,53.0,Medio,1
2322,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,28.0,Bajo,0
2323,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,38.0,Bajo,0
2324,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,101.0,Muy Alto,1
2325,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,5A9A,68.0,Medio,1
2326,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,44.0,Bajo,0
2327,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,115.0,Muy Alto,1
2328,Femenino,SinFormacion,otro,sindicalizado,diurno,NO,1A4A,48.0,Medio,1
2329,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,117.0,Muy Alto,1
2330,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,45.0,Medio,1
2331,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,92.0,Muy Alto,1
2332,Masculino,Primaria,tiempoindeterminado,confianza,diurno,NO,1A4A,76.0,Alto,1
2333,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,84.0,Alto,1
2334,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,50.0,Medio,1
2335,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,51.0,Medio,1
2336,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,43.0,Bajo,0
2337,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,69.0,Medio,1
2338,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,29.0,Bajo,0
2339,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,110.0,Muy Alto,1
2340,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,17.0,Nulo,0
2341,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,35.0,Bajo,0
2342,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,Mas25A,96.0,Muy Alto,1
2343,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,53.0,Medio,1
2344,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,46.0,Medio,1
2345,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,20A24A,32.0,Bajo,0
2346,Femenino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,5A9A,41.0,Bajo,0
2347,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,78.0,Alto,1
2348,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,15A19A,55.0,Medio,1
2349,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,Menos6M,75.0,Alto,1
2350,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,107.0,Muy Alto,1
2351,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,51.0,Medio,1
2352,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,51.0,Medio,1
2353,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,62.0,Medio,1
2354,Masculino,Bachillerato,tiempodeterminado,sindicalizado,diurno,NO,1A4A,37.0,Bajo,0
2355,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,66.0,Medio,1
2356,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0,Medio,1
2357,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,47.0,Medio,1
2358,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,65.0,Medio,1
2359,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,77.0,Alto,1
2360,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,15A19A,31.0,Bajo,0
2361,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,15A19A,41.0,Bajo,0
2362,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,1A4A,61.0,Medio,1
2363,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,7.0,Nulo,0
2364,Masculino,Licenciatura,honorarios,confianza,diurno,NO,1A4A,29.0,Bajo,0
2365,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,40.0,Bajo,0
2366,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,5A9A,59.0,Medio,1
2367,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,106.0,Muy Alto,1
2368,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,15A19A,67.0,Medio,1
2369,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,Mas25A,46.0,Medio,1
2370,Masculino,Maestria,tiempodeterminado,ninguno,diurno,NO,Menos6M,54.0,Medio,1
2371,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,97.0,Muy Alto,1
2372,Masculino,Licenciatura,honorarios,confianza,mixto,SI,15A19A,93.0,Muy Alto,1
