,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Resultado
340,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,41.0
341,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0
342,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,50.0
343,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,36.0
344,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0.0
345,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,0.0
346,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,96.0
347,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,92.0
348,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,80.0
349,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,33.0
350,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,128.0
351,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,51.0
352,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,84.0
353,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,55.0
354,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,49.0
355,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,94.0
356,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,75.0
357,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,36.0
358,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,92.0
359,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,65.0
360,Masculino,Licenciatura,otro,confianza,diurno,NO,5A9A,47.0
361,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,86.0
362,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,37.0
363,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,76.0
364,Masculino,Licenciatura,otro,confianza,diurno,NO,1A4A,56.0
365,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,83.0
366,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,86.0
367,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,43.0
368,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,37.0
369,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,35.0
370,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,92.0
371,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,55.0
372,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,24.0
373,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,40.0
374,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,6M1A,74.0
375,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,Menos6M,81.0
376,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,69.0
377,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,68.0
378,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,96.0
379,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,92.0
380,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,86.0
381,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,127.0
382,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,92.0
383,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,93.0
384,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,92.0
385,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,82.0
386,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,80.0
387,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,5A9A,80.0
388,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,92.0
389,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0
390,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,80.0
391,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,Menos6M,80.0
392,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,92.0
393,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,80.0
394,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,5A9A,80.0
395,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0
396,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,mixto,NO,5A9A,80.0
397,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,82.0
398,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,80.0
399,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,80.0
400,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,75.0
401,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,80.0
402,Femenino,Bachillerato,tiempodeterminado,confianza,diurno,NO,Menos6M,80.0
403,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0
404,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,80.0
405,Femenino,Licenciatura,tiempodeterminado,confianza,diurno,SI,20A24A,80.0
406,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,80.0
407,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0
408,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,20A24A,80.0
409,Femenino,Maestria,tiempodeterminado,ninguno,diurno,SI,Menos6M,80.0
410,Femenino,Licenciatura,porObraoProyecto,confianza,diurno,NO,1A4A,80.0
411,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,79.0
412,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0
413,Masculino,Licenciatura,honorarios,confianza,mixto,NO,1A4A,80.0
414,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,80.0
415,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,80.0
416,Masculino,Maestria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,24.0
417,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,Menos6M,34.0
418,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,59.0
419,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,73.0
420,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,18.0
421,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,50.0
422,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,64.0
423,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,95.0
424,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,84.0
425,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,96.0
426,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,5A9A,97.0
427,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,102.0
428,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,102.0
429,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,93.0
430,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,5A9A,62.0
431,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,56.0
432,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,110.0
433,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,28.0
434,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,47.0
435,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,87.0
436,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,62.0
437,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,79.0
438,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,68.0
439,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,69.0
440,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,97.0
441,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,133.0
442,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,58.0
443,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,54.0
444,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,46.0
445,Masculino,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,6M1A,108.0
446,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,SI,Menos6M,105.0
447,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,57.0
448,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,109.0
449,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,42.0
450,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,40.0
451,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,6M1A,62.0
452,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,64.0
453,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,102.0
454,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0
455,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,70.0
456,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,87.0
457,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,104.0
458,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,46.0
459,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,87.0
460,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,1A4A,34.0
461,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,6M1A,73.0
462,Femenino,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,62.0
463,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,70.0
464,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,54.0
465,Masculino,Bachillerato,honorarios,confianza,diurno,NO,1A4A,34.0
466,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,64.0
467,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,76.0
468,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,86.0
469,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,79.0
470,Masculino,Licenciatura,honorarios,ninguno,diurno,NO,1A4A,62.0
471,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,5A9A,144.0
472,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,58.0
473,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,1A4A,69.0
474,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,82.0
475,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,60.0
476,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,10A14A,92.0
477,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,70.0
478,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,36.0
479,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,77.0
480,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,48.0
481,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,61.0
482,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,137.0
483,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,35.0
484,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,90.0
485,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,56.0
486,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,38.0
487,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,28.0
488,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,63.0
489,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,49.0
490,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,27.0
491,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,57.0
492,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0
493,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,79.0
494,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,61.0
495,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,53.0
496,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,67.0
497,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,10A14A,35.0
498,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,65.0
499,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,149.0
500,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,61.0
501,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,96.0
502,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,72.0
503,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,73.0
504,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,Menos6M,60.0
505,Femenino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,5A9A,92.0
506,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,25.0
507,Femenino,Licenciatura,otro,ninguno,diurno,NO,6M1A,38.0
508,Femenino,Maestria,tiempoindeterminado,ninguno,diurno,NO,5A9A,96.0
509,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,6M1A,46.0
510,Femenino,Licenciatura,otro,confianza,diurno,NO,1A4A,101.0
511,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,78.0
512,Femenino,TecnicoSuperior,otro,ninguno,diurno,NO,10A14A,25.0
513,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,68.0
514,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,103.0
515,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0
516,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,91.0
517,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,100.0
518,Masculino,Licenciatura,porObraoProyecto,sindicalizado,diurno,SI,1A4A,74.0
519,Femenino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,15A19A,78.0
520,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0
521,Masculino,TecnicoSuperior,porObraoProyecto,sindicalizado,mixto,SI,6M1A,59.0
522,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,53.0
523,Masculino,Maestria,honorarios,confianza,diurno,NO,10A14A,77.0
524,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,41.0
525,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,20A24A,45.0
526,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Mas25A,40.0
527,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,58.0
528,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,20A24A,78.0
529,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,mixto,NO,5A9A,91.0
530,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,40.0
531,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,35.0
532,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,84.0
533,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,91.0
534,Masculino,TecnicoSuperior,tiempodeterminado,confianza,diurno,NO,Menos6M,51.0
535,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,47.0
536,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,104.0
537,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,90.0
538,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,6M1A,35.0
539,Femenino,Bachillerato,tiempodeterminado,confianza,diurno,NO,1A4A,74.0
540,Masculino,Preparatoria,tiempodeterminado,confianza,diurno,NO,6M1A,55.0
541,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,1A4A,58.0
542,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,81.0
543,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,10A14A,79.0
544,Masculino,Preparatoria,tiempodeterminado,ninguno,diurno,NO,1A4A,138.0
545,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,34.0
546,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,10A14A,71.0
547,Femenino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,65.0
548,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,56.0
549,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,98.0
550,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,62.0
551,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,80.0
552,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,163.0
553,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,104.0
554,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,59.0
555,Masculino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,53.0
556,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,51.0
557,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,100.0
558,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,88.0
559,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,56.0
560,Masculino,Primaria,tiempoindeterminado,sindicalizado,mixto,SI,15A19A,119.0
561,Femenino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,15A19A,74.0
562,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,53.0
563,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,45.0
564,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,197.0
565,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,117.0
566,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,134.0
567,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,55.0
568,Femenino,Licenciatura,honorarios,ninguno,diurno,NO,5A9A,71.0
569,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,53.0
570,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,83.0
571,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,62.0
572,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,99.0
573,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,44.0
574,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,70.0
575,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,51.0
576,Masculino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,1A4A,87.0
577,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,61.0
578,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,53.0
579,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,95.0
580,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,77.0
581,Masculino,Primaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,47.0
582,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,SI,5A9A,111.0
583,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,38.0
584,Masculino,Secundaria,otro,sindicalizado,diurno,NO,6M1A,58.0
585,Masculino,TecnicoSuperior,tiempodeterminado,ninguno,diurno,NO,1A4A,121.0
586,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,Menos6M,46.0
587,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,173.0
588,Masculino,Secundaria,otro,sindicalizado,diurno,SI,6M1A,41.0
589,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,25.0
590,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,93.0
591,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,51.0
592,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,27.0
593,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,48.0
594,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,38.0
595,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,Menos6M,106.0
596,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,6M1A,23.0
597,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,45.0
598,Masculino,Licenciatura,honorarios,confianza,diurno,NO,1A4A,25.0
599,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,49.0
600,Femenino,TecnicoSuperior,honorarios,confianza,diurno,NO,1A4A,101.0
601,Masculino,Primaria,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,83.0
602,Femenino,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,10A14A,128.0
603,Masculino,Licenciatura,otro,confianza,diurno,NO,6M1A,84.0
604,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,40.0
605,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,98.0
606,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,82.0
607,Masculino,Bachillerato,tiempodeterminado,confianza,diurno,SI,1A4A,81.0
608,Masculino,SinFormacion,porObraoProyecto,confianza,diurno,SI,1A4A,53.0
609,Femenino,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,6M1A,74.0
610,Masculino,Maestria,tiempoindeterminado,confianza,mixto,NO,1A4A,13.0
611,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,Mas25A,66.0
612,Masculino,Bachillerato,tiempodeterminado,ninguno,diurno,SI,Menos6M,132.0
613,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,125.0
614,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,38.0
615,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,1A4A,75.0
616,Masculino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,122.0
617,Femenino,Preparatoria,honorarios,confianza,nocturno,NO,15A19A,76.0
